trade_date,factor_value,close,signal,period_forward_ret,strategy_period_ret,benchmark_period_ret,strategy_nav,benchmark_nav,holding_period
2015-04-01,0.0049042763457775,92500,0,0.042378378378378434,0.0,0.042378378378378434,1.0,1.0423783783783784,3
2015-04-07,-0.0214385554623142,96420,0,-0.01949802945446999,-0.0,-0.01949802945446999,1.0,1.0220540540540541,3
2015-04-10,-0.02496122787282,94540,0,0.002009731330653741,0.0,0.002009731330653741,1.0,1.0241081081081083,3
2015-04-15,-0.0587090688517315,94730,0,0.007178296210281765,0.0,0.007178296210281765,1.0,1.0314594594594595,3
2015-04-20,-0.09599775511038,95410,0,0.004716486741431769,0.0,0.004716486741431769,1.0,1.0363243243243243,3
2015-04-23,-0.0654851625904828,95860,0,0.07083246401001464,0.0,0.07083246401001464,1.0,1.1097297297297297,3
2015-04-28,-0.0802349611211339,102650,0,0.048027277155382464,0.0,0.048027277155382464,1.0,1.163027027027027,3
2015-05-04,-0.0641896576048147,107580,0,0.04573340769659784,0.0,0.04573340769659784,1.0,1.2162162162162162,3
2015-05-07,-0.2975085866889055,112500,1,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007,0.992,1.2064864864864866,3
2015-05-12,-0.1771221614995079,111600,1,-0.012455197132616447,-0.012455197132616447,-0.012455197132616447,0.9796444444444444,1.1914594594594596,3
2015-05-15,-0.1408479825478402,110210,0,-0.07140912802830957,-0.0,-0.07140912802830957,0.9796444444444444,1.1063783783783785,3
2015-05-20,-0.1190749059456038,102340,0,-0.02794606214578854,-0.0,-0.02794606214578854,0.9796444444444444,1.0754594594594595,3
2015-05-25,-0.0559571669892382,99480,0,-0.00010052271813432156,-0.0,-0.00010052271813432156,0.9796444444444444,1.0753513513513513,3
2015-05-28,-0.0560643446295073,99470,0,0.008143158741328982,0.0,0.008143158741328982,0.9796444444444444,1.084108108108108,3
2015-06-02,-0.0148084575470863,100280,0,-0.01884722776226566,-0.0,-0.01884722776226566,0.9796444444444444,1.0636756756756756,3
2015-06-05,-0.0123302389335888,98390,0,0.02988108547616619,0.0,0.02988108547616619,0.9796444444444444,1.0954594594594593,3
2015-06-10,-0.002534238870908,101330,0,-0.037007796309089125,-0.0,-0.037007796309089125,0.9796444444444444,1.0549189189189188,3
