trade_date,dominant_code,close,oi,dominant_switch,switch_noise,ema_fast,ema_slow,dif,dea,macd_hist,dif_slope,dea_slope,hist_slope,trend,signal,position
2020-01-02,CU2003.SHF,49350.0,111621.0,False,False,49350.0,49350.0,0.0,0.0,0.0,,,,sideways,0,0
2020-01-03,CU2003.SHF,48900.0,107465.0,False,False,49280.769230769234,49316.666666666664,-35.897435897430114,-7.179487179486023,-57.43589743588818,-35.897435897430114,-7.179487179486023,-57.43589743588818,strong_downtrend,0,0
2020-01-06,CU2003.SHF,48760.0,112759.0,False,False,49200.65088757397,49275.43209876543,-74.7812111914609,-20.699831981880997,-108.1627584191598,-38.883775294030784,-13.520344802394973,-50.72686098327162,strong_downtrend,0,0
2020-01-07,CU2003.SHF,49010.0,119226.0,False,False,49171.31998179336,49255.77046181984,-84.450480026484,-33.4499615908016,-102.0010368713648,-9.669268835023104,-12.750129608920602,6.161721547794997,downtrend,0,0
2020-01-08,CU2003.SHF,48860.0,122405.0,False,False,49123.42459997899,49226.45413131467,-103.02953133567644,-47.36587553977657,-111.32731159179974,-18.579051309192437,-13.915913948974968,-9.326274720434938,strong_downtrend,0,0
2020-01-09,CU2003.SHF,48960.0,128312.0,False,False,49098.28235382838,49206.71678825432,-108.43443442594435,-59.57958731701012,-97.70969421786845,-5.404903090267908,-12.213711777233556,13.617617373931296,downtrend,0,0
2020-01-10,CU2003.SHF,49010.0,134555.0,False,False,49084.7004532394,49192.14517430956,-107.4447210701619,-69.15261406764049,-76.58421400504284,0.9897133557824418,-9.573026750630362,21.125480212825607,downtrend,0,0
2020-01-13,CU2003.SHF,48940.0,135429.0,False,False,49062.438845048724,49173.467753990335,-111.02890894161101,-77.52787304243459,-67.00207179835283,-3.584187871449103,-8.375258974794107,9.582142206690008,downtrend,0,0
2020-01-14,CU2003.SHF,49310.0,142706.0,False,False,49100.52517657969,49183.581253694756,-83.05607711506309,-78.63351385696029,-8.845126516205596,27.972831826547917,-1.1056408145256995,58.156945282147234,downtrend,0,0
2020-01-15,CU2003.SHF,49260.0,141576.0,False,False,49125.0597647982,49189.24190156922,-64.18213677102176,-75.7432384397726,23.122203337501674,18.87394034404133,2.890275417187695,31.96732985370727,uptrend,1,1
2020-01-16,CU2003.SHF,49200.0,141900.0,False,False,49136.58903175232,49190.03879774928,-53.44976599695656,-71.28454395120939,35.66955590850566,10.732370774065203,4.458694488563211,12.547352571003984,uptrend,0,1
2020-01-17,CU2003.SHF,49250.0,140603.0,False,False,49154.0368730212,49194.48036828637,-40.443495265171805,-65.11633421400187,49.345677897660124,13.006270731784753,6.168209737207519,13.676121989154467,uptrend,0,1
2020-01-20,CU2003.SHF,49100.0,138502.0,False,False,49145.72350794102,49187.48182248738,-41.758314546365,-60.444730280474495,37.37283146821899,-1.314819281193195,4.671603933527372,-11.972846429441134,uptrend,0,1
2020-01-21,CU2003.SHF,48420.0,127620.0,False,False,49034.07373748855,49130.63131711794,-96.55757962939242,-67.66730015025809,-57.78055895826867,-54.79926508302742,-7.222569869783591,-95.15339042648766,strong_downtrend,-1,-1
2020-01-22,CU2003.SHF,48540.0,121551.0,False,False,48958.06239325954,49086.88084918328,-128.81845592374157,-79.89753130495478,-97.84184923757357,-32.260876294349146,-12.230231154696696,-40.0612902793049,strong_downtrend,0,-1
2020-01-23,CU2003.SHF,48020.0,114727.0,False,False,48813.74510198884,49007.85263813267,-194.10753614382702,-102.73953227272924,-182.73600774219557,-65.28908022008545,-22.842000967774453,-84.894158504622,strong_downtrend,0,-1
2020-02-03,CU2003.SHF,45040.0,107064.0,False,False,48233.16893245209,48713.93762790062,-480.76869544852525,-178.34536490788844,-604.8466610812736,-286.66115930469823,-75.6058326351592,-422.11065333907806,strong_downtrend,0,-1
2020-02-04,CU2003.SHF,45260.0,107815.0,False,False,47775.758327459465,48458.09039620427,-682.3320687448067,-279.1427056752721,-806.3787261390693,-201.5633732962815,-100.79734076738367,-201.53206505779565,strong_downtrend,0,-1
2020-02-05,CU2003.SHF,45550.0,108033.0,False,False,47433.333969388776,48242.67629278173,-809.342323392957,-385.1826292188091,-848.3193883482959,-127.0102546481503,-106.03992354353699,-41.940662209226616,strong_downtrend,0,-1
2020-02-06,CU2003.SHF,46040.0,107093.0,False,False,47218.97489717512,48079.51508590901,-860.5401887338958,-480.2541411218265,-760.5720952241386,-51.19786534093873,-95.07151190301738,87.7472931241573,downtrend,0,-1
2020-02-07,CU2003.SHF,45690.0,104940.0,False,False,46983.74798991741,47902.51396843427,-918.7659785168653,-567.9565086008342,-701.6189398320621,-58.225789782969514,-87.70236747900776,58.953155392076496,downtrend,0,-1
2020-02-10,CU2003.SHF,45410.0,108030.0,False,False,46741.632914545495,47717.88330410581,-976.2503895603149,-649.6152847927304,-653.270209535169,-57.484411043449654,-81.65877619189621,48.34873029689311,downtrend,0,-1
2020-02-11,CU2003.SHF,45580.0,110694.0,False,False,46562.92015846157,47559.52157787575,-996.6014194141753,-719.0125117170195,-555.1778153943117,-20.351029853860382,-69.39722692428904,98.09239414085732,downtrend,0,-1
2020-02-12,CU2003.SHF,45580.0,111420.0,False,False,46411.701672544405,47412.890349884954,-1001.1886773405495,-775.4477448417256,-451.4818649976478,-4.58725792637415,-56.43523312470609,103.69595039666387,downtrend,0,-1
2020-02-13,CU2003.SHF,45710.0,113249.0,False,False,46303.74756907603,47286.75032396755,-983.0027548915168,-816.9587468516838,-332.088016079666,18.18592244903266,-41.51100200995825,119.39384891798181,downtrend,0,-1
2020-02-14,CU2003.SHF,45930.0,114574.0,False,False,46246.247943064336,47186.25029996996,-940.0023569056211,-841.5674688624713,-196.86977608629968,43.00039798589569,-24.60872201078746,135.2182399933663,downtrend,0,-1
2020-02-17,CU2004.SHF,46490.0,110751.0,True,True,46283.748259515974,47134.67620367589,-850.9279441599137,-843.4395639219598,-14.976760475907895,89.07441274570738,-1.8720950594885153,181.89301561039179,downtrend,0,-1
2020-02-18,CU2004.SHF,46270.0,110530.0,False,True,46281.633142667364,47070.626114514715,-788.9929718473504,-832.550245507038,87.1145473193751,61.93497231256333,10.889318414921831,102.091307795283,uptrend,1,1
2020-02-19,CU2004.SHF,46400.0,112056.0,False,False,46299.843428410844,47020.95010603214,-721.1066776212974,-810.2615319298899,178.30970861718492,67.886294226053,22.288713577148087,91.19516129780982,uptrend,0,1
2020-02-20,CU2004.SHF,46430.0,113171.0,False,False,46319.86751634764,46977.176024103836,-657.3085077561991,-779.6709270951518,244.72483867790538,63.798169865098316,30.590604834738087,66.41513006072046,uptrend,0,1
2020-02-21,CU2004.SHF,45990.0,115952.0,False,False,46269.11866767877,46904.05187417022,-634.9332064914488,-750.7233829744113,231.58035296592493,22.375301264750306,28.94754412074053,-13.144485711980451,uptrend,0,1
2020-02-24,CU2004.SHF,46000.0,117756.0,False,False,46227.71579572819,46837.085068676126,-609.3692729479371,-722.4525609691165,226.16657604235866,25.563933543511666,28.270822005294804,-5.4137769235662745,uptrend,0,1
2020-02-25,CU2004.SHF,45950.0,121748.0,False,False,46184.99028869308,46771.375063589,-586.3847748959233,-695.2390037544778,217.708457717109,22.984498052013805,27.213557214638627,-8.458118325249643,uptrend,0,1
2020-02-26,CU2004.SHF,45630.0,122461.0,False,False,46099.60716735568,46686.82876258241,-587.2215952267288,-673.635522048928,172.82785364439837,-0.8368203308054945,21.603481705549825,-44.88060407271064,uptrend,0,1
2020-02-27,CU2004.SHF,45440.0,126637.0,False,False,45998.12914160865,46594.47107646519,-596.3419348565367,-658.1768046104497,123.66973950782608,-9.120339629807859,15.458717438478288,-49.158114136572294,uptrend,0,1
2020-02-28,CU2004.SHF,44390.0,128432.0,False,False,45750.72465828424,46431.17692265295,-680.4522643687087,-662.6318965621016,-35.64073561321425,-84.11032951217203,-4.455091951651866,-159.31047512104033,strong_downtrend,-1,-1
2020-03-02,CU2004.SHF,45230.0,123662.0,False,False,45670.61317239436,46342.200854308285,-671.587681913923,-664.4230536324659,-14.329256562914225,8.864582454785705,-1.7911570703643065,21.311479050300022,downtrend,0,-1
2020-03-03,CU2004.SHF,45620.0,123145.0,False,False,45662.82653048754,46288.70449472989,-625.8779642423542,-656.7140357544436,61.672143024178695,45.7097176715688,7.709017878022337,76.00139958709292,uptrend,1,1
2020-03-04,CU2004.SHF,45280.0,122199.0,False,False,45603.930141181765,46213.98564326842,-610.0555020866523,-647.3823290208853,74.65365386846611,15.822462155701942,9.331706733558235,12.981510844287413,uptrend,0,1
2020-03-05,CU2004.SHF,45320.0,121583.0,False,False,45560.248580999956,46147.764484507796,-587.5159035078395,-635.4090439182762,95.78628082087334,22.53959857881273,11.973285102609111,21.132626952407236,uptrend,0,1
2020-03-06,CU2004.SHF,44900.0,125189.0,False,False,45458.67187623073,46055.337485655364,-596.6656094246355,-627.6603570195481,61.98949518982522,-9.149705916795938,7.748686898728124,-33.796785631048124,uptrend,0,1
2020-03-09,CU2004.SHF,43750.0,127014.0,False,False,45195.79927988754,45884.57174597719,-688.7724660896492,-639.8827788335683,-97.7793745121619,-92.10685666501377,-12.222421814020208,-159.76886970198711,strong_downtrend,-1,-1
2020-03-10,CU2004.SHF,44540.0,126908.0,False,False,45094.907082981765,45784.97383886777,-690.0667558860077,-649.9195742440562,-80.29436328390307,-1.2942897963584983,-10.036795410487912,17.485011228258827,downtrend,0,-1
2020-03-11,CU2004.SHF,44120.0,127169.0,False,False,44944.921377907645,45661.642443396086,-716.7210654884402,-663.279872492933,-106.88238599101442,-26.654309602432477,-13.360298248876802,-26.58802270711135,strong_downtrend,0,-1
2020-03-12,CU2004.SHF,43330.0,128176.0,False,False,44696.47193515262,45488.92818832971,-792.4562531770862,-689.1151486297637,-206.68220909464503,-75.73518768864596,-25.835276136830657,-99.79982310363062,strong_downtrend,0,-1
2020-03-13,CU2004.SHF,43520.0,126755.0,False,False,44515.47625282145,45343.08165586084,-827.6054030393934,-716.8131995116896,-221.5844070554076,-35.14914986230724,-27.69805088192595,-14.902197960762578,strong_downtrend,0,-1
2020-03-16,CU2004.SHF,42520.0,127110.0,False,False,44208.47990623354,45133.96449616745,-925.4845899339125,-758.5474775961342,-333.87422467555666,-97.87918689451908,-41.734278084444554,-112.28981762014905,strong_downtrend,0,-1
2020-03-17,CU2005.SHF,42630.0,119309.0,True,True,43965.63684373607,44948.48564459949,-982.8488008634158,-803.4077422495906,-358.8821172276505,-57.364210929503315,-44.8602646534564,-25.007892552093836,strong_downtrend,0,-1
2020-03-18,CU2005.SHF,39960.0,123679.0,False,True,43349.38502162283,44578.96818944397,-1229.5831678211398,-888.6428273639004,-681.8806809144787,-246.73436695772398,-85.23508511430987,-322.9985636868282,strong_downtrend,0,-1
2020-03-19,CU2005.SHF,37570.0,119128.0,False,False,42460.248864450085,44059.78536059627,-1599.536496146182,-1030.8215611203568,-1137.4298700516501,-369.9533283250421,-142.17873375645638,-455.5491891371714,strong_downtrend,0,-1
2020-03-20,CU2005.SHF,38910.0,110284.0,False,False,41914.056731457764,43678.319778329875,-1764.2630468721109,-1177.5098582707076,-1173.5063772028066,-164.72655072592897,-146.68829715035076,-36.07650715115642,strong_downtrend,0,-1
2020-03-23,CU2005.SHF,37200.0,110033.0,False,False,41188.817234310416,43198.44423919433,-2009.6270048839142,-1343.933287593349,-1331.3874345811305,-245.36395801180333,-166.42342932264137,-157.88105737832393,strong_downtrend,0,-1
2020-03-24,CU2005.SHF,38200.0,109290.0,False,False,40728.99919826266,42828.18911036512,-2099.1899121024617,-1494.9846124951716,-1208.41059921458,-89.56290721854748,-151.05132490182268,122.9768353665504,downtrend,0,-1
2020-03-25,CU2005.SHF,39360.0,109809.0,False,False,40518.38393699148,42571.286213301035,-2052.9022763095563,-1606.5681452580486,-892.6682621030154,46.28763579290535,-111.58353276287698,315.74233711156467,downtrend,0,-1
2020-03-26,CU2005.SHF,38870.0,110243.0,False,False,40264.78640822356,42297.11686416763,-2032.3304559440658,-1691.720607395252,-681.2196970976274,20.571820365490566,-85.15246213720343,211.448565005388,downtrend,0,-1
2020-03-27,CU2005.SHF,39180.0,112966.0,False,False,40097.89619157378,42066.21931867373,-1968.3231270999459,-1747.0411113361909,-442.56403152751,64.00732884411991,-55.320503940938806,238.65566557011743,downtrend,0,-1
2020-03-30,CU2005.SHF,38720.0,112746.0,False,False,39885.91216210089,41818.35122099419,-1932.439058893302,-1784.1207008476133,-296.63671609137737,35.88406820664386,-37.079589511422455,145.92731543613263,downtrend,0,-1
2020-03-31,CU2005.SHF,39150.0,110825.0,False,False,39772.69490639306,41620.69557499462,-1848.0006686015622,-1796.8966943984033,-102.20794840631788,84.43839029173978,-12.775993550789963,194.42876768505948,downtrend,0,-1
2020-04-01,CU2005.SHF,39000.0,110620.0,False,False,39653.818766947974,41426.56997684687,-1772.7512098988955,-1792.0675974985018,38.632775199212574,75.24945870266674,4.829096899901515,140.84072360553046,uptrend,1,1
2020-04-02,CU2005.SHF,39650.0,108853.0,False,False,39653.23126434059,41294.97220078414,-1641.7409364435516,-1762.0022652875118,240.5226576879204,131.01027345534385,30.065332210989936,201.88988248870783,uptrend,0,1
2020-04-03,CU2005.SHF,39930.0,104726.0,False,False,39695.811069826654,41193.8631488742,-1498.0520790475493,-1709.2122280395195,422.32029798394024,143.68885739600228,52.79003724799236,181.79764029601984,uptrend,0,1
2020-04-07,CU2005.SHF,40600.0,105435.0,False,False,39834.917059084095,41149.87328599463,-1314.9562269105372,-1630.361027813723,630.8096018063716,183.09585213701212,78.85120022579645,208.48930382243134,uptrend,0,1
2020-04-08,CU2005.SHF,40810.0,104076.0,False,False,39984.929819225006,41124.69748703207,-1139.7676678070638,-1532.2423558123912,784.9493760106548,175.18855910347338,98.11867200133179,154.13977420428319,uptrend,0,1
2020-04-09,CU2005.SHF,40800.0,103626.0,False,False,40110.32523165193,41100.64582132599,-990.3205896740619,-1423.8580025847255,867.0748258213271,149.44707813300192,108.38435322766577,82.12544981067231,uptrend,0,1
2020-04-10,CU2006.SHF,41720.0,104654.0,True,True,40357.96750370548,41146.52390863518,-788.5564049297027,-1296.797683053721,1016.4825562480364,201.76418474435923,127.06031953100455,149.40773042670935,uptrend,0,1
2020-04-13,CU2006.SHF,41780.0,108078.0,False,True,40576.74173390464,41193.44806355109,-616.7063296464548,-1160.7794123722676,1088.1461654516256,171.85007528324786,136.01827068145326,71.6636092035892,uptrend,0,1
2020-04-14,CU2006.SHF,41750.0,111560.0,False,False,40757.24300561161,41234.67413291768,-477.4311273060666,-1024.1097553590275,1093.3572561059218,139.2752023403882,136.6696570132401,5.211090654296186,uptrend,0,1
2020-04-15,CU2006.SHF,41560.0,114666.0,False,False,40880.744081671364,41258.77234529415,-378.02826362278574,-894.8934570117792,1033.730386777987,99.40286368328088,129.2162983472483,-59.626869327934855,uptrend,0,1
2020-04-16,CU2006.SHF,41560.0,113717.0,False,False,40985.24499218346,41281.08550490199,-295.84051271852513,-775.0828681531284,958.4847108692065,82.18775090426061,119.81058885865082,-75.24567590878041,uptrend,0,1
2020-04-17,CU2006.SHF,42280.0,114066.0,False,False,41184.43807030909,41355.07917120554,-170.64110089645692,-654.1945147017941,967.1068276106744,125.19941182206821,120.8883534513343,8.622116741467835,uptrend,0,1
2020-04-20,CU2006.SHF,42330.0,114997.0,False,False,41360.67836718461,41427.29552889402,-66.61716170940781,-536.6790441033169,940.1237647878181,104.02393918704911,117.51547059847724,-26.983062822856255,uptrend,0,1
2020-04-21,CU2006.SHF,41440.0,115157.0,False,False,41372.88169531006,41428.2366008278,-55.35490551773546,-440.4142163862006,770.1186217369303,11.26225619167235,96.26482771711625,-170.0051430508878,uptrend,0,1
2020-04-22,CU2006.SHF,41090.0,121864.0,False,False,41329.36143449313,41403.18203780352,-73.82060331039247,-367.095493771039,586.5497809212931,-18.46569779265701,73.31872261516162,-183.56884081563726,uptrend,0,1
2020-04-23,CU2006.SHF,41950.0,114554.0,False,False,41424.844290724955,41443.687072040295,-18.84278131533938,-297.4449512798991,557.2043399291194,54.97782199505309,69.6505424911399,-29.34544099217362,uptrend,0,1
2020-04-24,CU2006.SHF,41780.0,112585.0,False,False,41479.483630613424,41468.59914077805,10.884489835370914,-235.7790630568451,493.32710578443204,29.727271150710294,61.665888223054,-63.87723414468741,uptrend,0,1
2020-04-27,CU2006.SHF,42490.0,114703.0,False,False,41634.94768744213,41544.258463683385,90.68922375874536,-170.48540569372702,522.3492589049447,79.80473392337444,65.29365736311809,29.022153120512655,uptrend,0,1
2020-04-28,CU2006.SHF,42300.0,113090.0,False,False,41737.26342783565,41600.23931822536,137.0241096102909,-108.98350263292343,492.0152244864287,46.33488585154555,61.501903060803585,-30.334034418516012,uptrend,0,1
2020-04-29,CU2006.SHF,42510.0,112964.0,False,False,41856.14597739939,41667.62899835681,188.5169790425789,-49.483406297822974,476.0007706808037,51.49286943228799,59.50009633510046,-16.014453805624953,uptrend,0,1
2020-04-30,CU2006.SHF,42940.0,112411.0,False,False,42022.89275010718,41761.878702182235,261.01404792494577,12.616084546730773,496.79592675643,72.49706888236688,62.09949084455375,20.795156075626267,strong_uptrend,0,1
2020-05-06,CU2006.SHF,42720.0,111746.0,False,False,42130.14001932146,41832.85065016874,297.2893691527206,69.55074146792875,455.47725536958376,36.27532122777484,56.93465692119797,-41.31867138684623,uptrend,0,1
2020-05-07,CU2006.SHF,43110.0,113530.0,False,False,42280.88770865662,41927.45430571179,353.43340294482914,126.32727376330882,454.21225836304063,56.14403379210853,56.77653229538008,-1.2649970065431262,uptrend,0,1
2020-05-08,CU2006.SHF,43510.0,113445.0,False,False,42469.981907324836,42044.679912696105,425.30199462873134,186.12221793639333,478.359553384676,71.8685916839022,59.7949441730845,24.147295021635387,strong_uptrend,0,1
2020-05-11,CU2006.SHF,43500.0,116449.0,False,False,42628.44622927486,42152.481400644545,475.9648286303127,244.0907400751772,463.748177110271,50.66283400158136,57.96852213878387,-14.611376274405018,uptrend,0,1
2020-05-12,CU2006.SHF,43040.0,115191.0,False,False,42691.7621940018,42218.223519115316,473.53867488648393,289.98032703743854,367.1166956980908,-2.4261537438287633,45.88958696226135,-96.63148141218022,uptrend,0,1
2020-05-13,CU2006.SHF,43060.0,115183.0,False,False,42748.41416415537,42280.57733251418,467.8368316411943,325.5516279581897,284.57040736600914,-5.701843245289638,35.571300920751185,-82.54628833208164,uptrend,0,1
2020-05-14,CU2006.SHF,42910.0,112825.0,False,False,42773.27352351609,42327.20123380942,446.0722897066662,349.65576030788503,192.83305879756233,-21.764541934528097,24.104132349695305,-91.7373485684468,uptrend,0,1
2020-05-15,CU2006.SHF,43130.0,111167.0,False,False,42828.15451989823,42386.6678090828,441.4867108154285,368.02195040939375,146.92952081206954,-4.585578891237674,18.36619010150872,-45.90353798549279,uptrend,0,1
2020-05-18,CU2006.SHF,43270.0,106766.0,False,False,42896.13074760619,42452.09982322482,444.03092438137537,383.2237452037901,121.61435835517057,2.5442135659468477,15.201794794396335,-25.315162456898975,uptrend,0,1
2020-05-19,CU2007.SHF,43690.0,105560.0,True,True,43018.2644787437,42543.79613261557,474.4683461281311,401.4726653886583,145.99136147894558,30.437421746755717,18.24892018486821,24.37700312377501,strong_uptrend,0,1
2020-05-20,CU2007.SHF,43730.0,109400.0,False,True,43127.76225124467,42631.66308575516,496.0991654895115,420.39796540882895,151.4024001613651,21.630819361380418,18.925300020170653,5.41103868241953,strong_uptrend,0,1
2020-05-21,CU2007.SHF,44150.0,112770.0,False,False,43285.02959720702,42744.13248681033,540.8971103966906,444.4977944064013,192.79863198057853,44.797944907179044,24.09982899757233,41.396231819213426,strong_uptrend,0,1
2020-05-22,CU2007.SHF,43260.0,108507.0,False,False,43281.17888994441,42782.34489519475,498.833994749657,455.3650344750524,86.93792054920914,-42.063115647033555,10.867240068651142,-105.8607114313694,uptrend,0,1
2020-05-25,CU2007.SHF,43650.0,103260.0,False,False,43337.92059918373,42846.615643698846,491.304955484884,462.55301867701877,57.50387361573041,-7.529039264773019,7.187984201966344,-29.434046933478726,uptrend,0,1
2020-05-26,CU2007.SHF,43860.0,105051.0,False,False,43418.24050700162,42921.68115157301,496.5593554286097,469.35428602733697,54.410138802545475,5.25439994372573,6.801267350318199,-3.0937348131849376,uptrend,0,1
2020-05-27,CU2007.SHF,43640.0,104192.0,False,False,43452.35735207829,42974.88995516019,477.4673969180949,470.9769082054886,12.980977425212586,-19.091958510514814,1.6226221781516301,-41.42916137733289,uptrend,0,1
2020-05-28,CU2007.SHF,43700.0,103120.0,False,False,43490.45622098932,43028.601810333515,461.8544106558038,469.1524086955517,-14.595996079495762,-15.612986262291088,-1.8244995099369135,-27.57697350470835,downtrend,-1,-1
2020-05-29,CU2007.SHF,43940.0,102888.0,False,False,43559.616802375574,43096.112787345846,463.5040150297282,468.022729962387,-9.037429865317677,1.649604373924376,-1.129678733164667,5.558566214178086,downtrend,0,-1
2020-06-01,CU2007.SHF,44600.0,106381.0,False,False,43719.67575585625,43207.51184013504,512.1639157212121,476.85096711415207,70.62589721412007,48.65990069148393,8.828237151765052,79.66332707943775,strong_uptrend,1,1
2020-06-02,CU2007.SHF,44560.0,103316.0,False,False,43848.956408801445,43307.696148273186,541.2602605282591,489.7328257969735,103.05486946257122,29.09634480704699,12.881858682821417,32.428972248451146,strong_uptrend,0,1
2020-06-03,CU2007.SHF,44830.0,101740.0,False,False,43999.88619206276,43420.459396549246,579.4267955135147,507.67161974028176,143.5103515464658,38.166534985255566,17.93879394330827,40.455482083894594,strong_uptrend,0,1
2020-06-04,CU2007.SHF,44720.0,101361.0,False,False,44110.672931745416,43516.72166347152,593.9512682738932,524.927549447004,138.0474376537784,14.524472760378558,17.25592970672227,-5.462913892687425,uptrend,0,1
2020-06-05,CU2007.SHF,45220.0,104252.0,False,False,44281.33863455382,43642.8904291403,638.4482054135151,547.6316806403063,181.63304954641762,44.49693713962188,22.70413119330226,43.585611892639236,strong_uptrend,0,1
2020-06-08,CU2007.SHF,45800.0,102272.0,False,False,44514.97884462246,43802.67632327806,712.3025213444052,580.5658487811261,263.47334512655834,73.85431593089015,32.93416814081979,81.84029558014072,strong_uptrend,0,1
2020-06-09,CU2007.SHF,46250.0,103054.0,False,False,44781.90517621901,43983.959558590795,797.945617628211,624.0418025505431,347.8076301553358,85.64309628380579,43.47595376941706,84.33428502877746,strong_uptrend,0,1
2020-06-10,CU2007.SHF,46830.0,104194.0,False,False,45096.99668756993,44194.77736906555,902.2193185043798,679.6773057413105,445.0840255261385,104.27370087616873,55.635503190767395,97.27639537080267,strong_uptrend,0,1
2020-06-11,CU2007.SHF,46950.0,101585.0,False,False,45382.074120251484,44398.867934319955,983.206185931529,740.3830817793543,485.64620830434956,80.98686742714926,60.70577603804372,40.56218277821108,strong_uptrend,0,1
2020-06-12,CU2007.SHF,46840.0,100770.0,False,False,45606.37040944356,44579.692531777735,1026.6778776658248,797.6420409566484,458.0716734183527,43.471691734295746,57.25895917729417,-27.574534885996854,uptrend,0,1
2020-06-15,CU2007.SHF,46280.0,102014.0,False,False,45710.00573106763,44705.641233127535,1004.3644979400924,838.9865323533372,330.75593117351036,-22.313379725732375,41.344491396688795,-127.31574224484234,uptrend,0,1
2020-06-16,CU2007.SHF,47150.0,102162.0,False,False,45931.54331090338,44886.70484548846,1044.8384654149195,880.1569189656537,329.3630928985315,40.47396747482708,41.17038661231652,-1.3928382749788852,uptrend,0,1
2020-06-17,CU2007.SHF,46770.0,97130.0,False,False,46060.53664768747,45026.20819026709,1034.328457420379,910.9912266565989,246.6744615275602,-10.510007994540501,30.83430769094514,-82.68863137097128,uptrend,0,1
2020-06-18,CU2008.SHF,46760.0,92754.0,True,True,46168.14639419709,45154.63721321027,1013.5091809868172,931.4948175226426,164.02872692834922,-20.819276433561754,20.503590866043737,-82.64573459921098,uptrend,0,1
2020-06-19,CU2008.SHF,47680.0,104821.0,False,True,46400.7392566283,45341.70112334284,1059.0381332854595,957.003480675206,204.06930522050698,45.52895229864225,25.508663152563372,40.04057829215776,strong_uptrend,0,1
2020-06-22,CU2008.SHF,47470.0,107189.0,False,False,46565.24090945472,45499.35289198411,1065.8880174706064,978.7803880342861,174.21525887264056,6.849884185146948,21.776907359080155,-29.854046347866415,uptrend,0,1
2020-06-23,CU2008.SHF,47850.0,112170.0,False,False,46762.89615415399,45673.47489998529,1089.4212541687011,1000.9085612611692,177.02538581506383,23.533236698094697,22.128173226883064,2.810126942423267,strong_uptrend,0,1
2020-06-24,CU2008.SHF,47860.0,112639.0,False,False,46931.68136120722,45835.4397222086,1096.2416389986247,1019.9751768086604,152.53292437992855,6.820384829923569,19.06661554749121,-24.492461435135283,uptrend,0,1
2020-06-29,CU2008.SHF,48380.0,120364.0,False,False,47154.499613329186,46023.925668711665,1130.5739446175212,1042.0949303704326,176.95802849417714,34.3323056188965,22.1197535617722,24.425104114248597,strong_uptrend,0,1
2020-06-30,CU2008.SHF,48790.0,124357.0,False,False,47406.11505743239,46228.82006362191,1177.2949938104794,1069.134943058442,216.3201015040745,46.72104919295816,27.040012688009483,39.36207300989736,strong_uptrend,0,1
2020-07-01,CU2008.SHF,49350.0,129245.0,False,False,47705.17427936587,46460.0185774277,1245.1557019381726,1104.3390948343883,281.63321420756847,67.86070812769321,35.20415177594623,65.31311270349397,strong_uptrend,0,1
2020-07-02,CU2008.SHF,49410.0,127983.0,False,False,47967.45515946343,46678.53571984046,1288.9194396229723,1141.2551637921051,295.3285516617343,43.76373768479971,36.91606895771679,13.695337454165838,strong_uptrend,0,1
2020-07-03,CU2008.SHF,48900.0,121533.0,False,False,48110.92359646906,46843.08862948191,1267.8349669871532,1166.5711244311149,202.5276851120766,-21.08447263581911,25.315960639009745,-92.80086654965771,uptrend,0,1
2020-07-06,CU2008.SHF,49040.0,117013.0,False,False,48253.85842778151,47005.82280507584,1248.035622705669,1182.8640240860257,130.34319723928684,-19.799344281484082,16.292899654910798,-72.18448787278976,uptrend,0,1
2020-07-07,CU2008.SHF,49360.0,114318.0,False,False,48424.034054276664,47180.20630099615,1243.827753280515,1195.0567699249236,97.5419667111828,-4.207869425154058,12.192745838897963,-32.80123052810404,uptrend,0,1
2020-07-08,CU2008.SHF,49800.0,118032.0,False,False,48635.721122849485,47374.26509351495,1261.4560293345348,1208.3366218068459,106.23881505537793,17.628276054019807,13.27985188192224,8.696848344195132,strong_uptrend,0,1
