product,product_name,strategy_total_return,buy_hold_total_return,excess_return,strategy_annualized_return,strategy_sharpe,strategy_max_drawdown,trades,exposure
NI,沪镍,0.06813802863795204,0.27138949155739844,-0.2032514629194464,0.007687831806049594,0.15308629172062144,-0.10771683252968212,14.0,0.037037037037037035
SS,不锈钢,0.0024030240102563827,-0.057570715474210776,0.05997373948446716,0.0008004561315453351,0.028164120092248304,-0.07831476410669469,7.0,0.03529411764705882
CU,沪铜,-0.10491275655561927,1.0866710439921201,-1.1915838005477393,-0.01714898885309568,-0.2951942684297547,-0.18257711462026738,5.0,0.02794819359236537
