factor,product,product_name,ic_3d,ic_5d,abs_ic_5d,pvalue_5d,strategy_total_return,benchmark_total_return,excess_return,metric_label,signal_long_short_diff_5d,signal_win_rate_5d
roll_yield,NI,沪镍,0.02325079885808108,0.0208053503561648,0.0208053503561648,0.28333690232036335,-0.020085048263992378,0.42216216216216096,-0.44224721042615334,3日持有回测收益,,
momentum,NI,沪镍,-0.026865339405506814,-0.038187132466937515,0.038187132466937515,0.04973354688408571,-0.26746165276246925,0.42216216216216096,-0.6896238149246302,3日持有回测收益,,
virtual_real_ratio,NI,沪镍,-0.017871681958214,-0.024700672183926603,0.024700672183926603,0.2027424923005765,-0.17538711555462994,0.42216216216216096,-0.5975492777167909,3日持有回测收益,,
macd,NI,沪镍,-0.06053580365686377,-0.06496370885801617,0.06496370885801617,0.0007990809365960707,-0.8449994369558006,0.4395675675675632,-1.284567004523364,日频信号策略收益,-0.003179296393498418,0.47703081232492994
roll_yield,SS,不锈钢,0.01915083180913427,0.026505680699864934,0.026505680699864934,0.29888858427621456,0.037510738245651876,-0.09983948635633932,0.1373502246019912,3日持有回测收益,,
momentum,SS,不锈钢,-0.0012571205794566455,-0.009892735739331053,0.009892735739331053,0.6977070811119923,0.2601701801384195,-0.09983948635633932,0.36000966649475885,3日持有回测收益,,
virtual_real_ratio,SS,不锈钢,-0.03348298867225906,-0.014105298839529622,0.014105298839529622,0.5772472066200937,-0.11337420268184484,-0.09983948635633932,-0.013534716325505514,3日持有回测收益,,
macd,SS,不锈钢,-0.039134910850770956,-0.04627422816137844,0.04627422816137844,0.06731812911254732,-0.4291032886357531,-0.09695024077046788,-0.3321530478652852,日频信号策略收益,-0.0015160422252691113,0.5117788461538462
