contract_code,latest,volume,open_interest,virtual_real_ratio,timestamp,oi_change,vol_change,status,signal
NI2606.SHF,144420.0,207044.0,167770.0,1.234094295762055,2026-04-24 00:19:43,,,高换手，短线资金博弈偏强,active
