near,far,pair,near_price,far_price,spread,spread_pct,day_diff,roll_yield,roll_yield_pct,weight,structure
SS2605,SS2606,SS2605-SS2606,15485.0,15675.0,190.0,1.2269938650306749,31,0.14358950578205018,14.358950578205018,5268.0,contango
SS2606,SS2607,SS2606-SS2607,15675.0,15720.0,45.0,0.28708133971291866,30,0.03487818919860134,3.487818919860134,98639.0,contango
SS2607,SS2608,SS2607-SS2608,15720.0,15785.0,65.0,0.4134860050890585,31,0.04858426704021178,4.858426704021178,41821.0,contango
SS2608,SS2609,SS2608-SS2609,15785.0,15780.0,-5.0,-0.031675641431738996,31,-0.003730142134290785,-0.37301421342907853,18209.0,backwardation
SS2609,SS2610,SS2609-SS2610,15780.0,15750.0,-30.0,-0.19011406844106463,30,-0.023152560110708837,-2.3152560110708835,3765.0,backwardation
