period,ic,pvalue,ic_mean,ic_std,icir,ic_positive_rate,sample_size
1D,-0.07466063695959185,0.4079530993746582,-0.1162891613256793,0.05036481606251749,-2.3089364841783673,0.030303030303030304,125
3D,0.024448442871378588,0.788377624248396,-0.18655529331657433,0.06875740232132653,-2.7132394043151677,0.015625,123
5D,-0.019299552906110278,0.8335810244856692,-0.18879868564629473,0.044448578020266374,-4.247575379356608,0.0,121
10D,-0.1013647022642525,0.2789417685051491,-0.17375842272017147,0.03579299757610943,-4.854536766603452,0.0,116
20D,-0.06741567372849333,0.49231033619613873,-0.016629484218640238,0.06455255868934905,-0.2576115425364858,0.2765957446808511,106
