group,factor_mean,factor_min,factor_max,ret_mean,ret_std,count
1,-1.4921212017231753,-4.397346214327745,-0.6734947134830971,2.9138902904874654e-05,0.025725408947558776,317
2,-0.3916786172354659,-0.6723396843370799,-0.1690260237401453,-0.0002652484359707314,0.021604933321873448,317
3,-0.02463175158989534,-0.1682866353097967,0.11024494747701064,0.0018605845340108,0.02246430354285044,316
4,0.30096462370678745,0.11192470980529778,0.507664774471952,0.0012113338330904753,0.024931640813312426,317
5,1.9452162931903954,0.5110031472565923,7.769420740403461,-0.0019691982821374646,0.02521150944812533,317
