contract_code,latest,pre_close,price_change,open_interest,volume,amount,vol_oi_ratio,timestamp,oi_change,oi_change_pct,vol_change,signal,regime,signal_text
SS2606.SHF,15665.0,15435.0,0.014901198574667873,155504.0,68570.0,5353757300.0,0.44095328737524436,2026-05-06 09:35:43,18245.0,0.1329238884153316,-41640.0,long_buildup,多头增仓,实时价格上涨且持仓增加，偏向多头资金继续流入
