trade_date,dominant_code,close,oi,vol,price_change,oi_change,oi_change_pct,vol_change,vol_oi_ratio,price_move_threshold,oi_move_threshold,signal,signal_text,regime,position_flow_score,position_flow_factor
2019-09-25,SS2002.SHF,15575,21358,186460,,,,,8.730218185223336,,,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.0
2019-09-26,SS2002.SHF,15705,19368,106728,0.008346709470304914,-1990.0,-0.09317351811967411,-79732.0,5.510532837670384,,,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.848268086493692
2019-09-27,SS2002.SHF,15725,15904,28334,0.0012734797835083356,-3464.0,-0.1788517141676993,-78394.0,1.7815643863179074,,,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-1.7757823438419096
2019-09-30,SS2002.SHF,15700,14590,15514,-0.0015898251192368873,-1314.0,-0.08262072434607648,-12820.0,1.0633310486634682,,,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.8421054946531337
2019-10-08,SS2002.SHF,15675,14614,7400,-0.0015923566878981443,24.0,0.001644962302947306,-8114.0,0.5063637607773368,,,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.0005260561504916161
2019-10-09,SS2002.SHF,15675,14500,4898,0.0,-114.0,-0.007800739017380542,-2502.0,0.33779310344827584,0.002,0.08262072434607648,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.07800739017380542
2019-10-10,SS2002.SHF,15765,15286,11566,0.00574162679425827,786.0,0.05420689655172417,6668.0,0.7566400628025645,0.002,0.06841381044890033,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.5994852334598244
2019-10-11,SS2002.SHF,15745,14654,7914,-0.0012686330478909325,-632.0,-0.04134502158838149,-3652.0,0.5400573222328374,0.002,0.05420689655172417,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.42613654636272424
2019-10-14,SS2002.SHF,15765,14774,9842,0.0012702445220704739,120.0,0.00818889040534998,1928.0,0.666170299174225,0.002,0.04777595907005283,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.09459134927420454
2019-10-15,SS2002.SHF,15440,14770,23070,-0.020615287028227125,-4.0,-0.00027074590496822815,13228.0,1.5619498984427895,0.002,0.04134502158838149,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.20886032933195353
2019-10-16,SS2002.SHF,15490,14062,9800,0.0032383419689119286,-708.0,-0.04793500338524037,-13270.0,0.6969136680415303,0.002,0.04464001248681093,short_covering,价格上涨但减仓，更像空头回补推动的反弹,空头回补,1,0.5530333858367156
2019-10-17,SS2002.SHF,15180,14866,21976,-0.020012911555842505,804.0,0.057175366235243885,12176.0,1.4782725682766042,0.002,0.04793500338524037,short_buildup,价格下跌且增仓，偏向空头增仓、情绪偏空,空头增仓,-2,-1.6283754532059862
2019-10-18,SS2002.SHF,15020,16168,26950,-0.010540184453227908,1302.0,0.08758240279833185,4974.0,1.6668728352300841,0.0024153493284050365,0.05107094996848227,short_buildup,价格下跌且增仓，偏向空头增仓、情绪偏空,空头增仓,-2,-1.2295778165489608
2019-10-21,SS2002.SHF,14850,17612,24926,-0.011318242343541951,1444.0,0.08931222167243935,-2024.0,1.4152850329320918,0.0032383419689119286,0.05420689655172417,short_buildup,价格下跌且增仓，偏向空头增仓、情绪偏空,空头增仓,-2,-1.2200602067110258
