contract_code,latest,pre_close,price_change,open_interest,volume,amount,vol_oi_ratio,timestamp,oi_change,oi_change_pct,vol_change,signal,regime,signal_text
CU2606.SHF,101880.0,102720.0,-0.008177570093457986,174157.0,41819.0,21345589000.0,0.24012241827776087,2026-04-17 09:43:50,711.0,0.004099258558859818,-23879.0,neutral,震荡观望,价格与持仓变化均不显著，资金方向暂不明确
