group,factor_mean,factor_min,factor_max,ret_mean,ret_std,count
1,-1.2872263327821896,-2.7534374378033823,-0.43136257544904244,0.0005973425411804017,0.022075426557890614,304
2,-0.24561805486800334,-0.4303855721896799,-0.11800602433132745,0.0007994883222504156,0.020060910116971975,304
3,-0.025423992485361566,-0.11680517504004118,0.07527253530491329,0.0022781133448185106,0.019527650826101257,303
4,0.2093244822605077,0.07537199936809014,0.42489699465493747,0.0009244397682955232,0.017875174925265767,304
5,1.9088638564324776,0.42898823182747403,6.1758326102347425,0.0036464351405321184,0.019964770238974295,304
