contract_code,latest,pre_close,price_change,open_interest,volume,amount,vol_oi_ratio,timestamp,oi_change,oi_change_pct,vol_change,signal,regime,signal_text
NI2606.SHF,152870.0,148870.0,0.026869080405723222,167690.0,73995.0,11244415700.0,0.4412606595503608,2026-05-06 09:35:06,42399.0,0.33840419503396096,-35062.0,long_buildup,多头增仓,实时价格上涨且持仓增加，偏向多头资金继续流入
