trade_date,dominant_code,close,oi,vol,price_change,oi_change,oi_change_pct,vol_change,vol_oi_ratio,price_move_threshold,oi_move_threshold,signal,signal_text,regime,position_flow_score,position_flow_factor
2015-05-15,NI1507.SHF,110210,130696,609290,0.007404021937842842,9312.0,0.07671521782112967,-151252.0,4.6618871273795675,0.009595603736813951,0.03081131937258552,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.8411923975897251
2015-05-18,NI1507.SHF,108610,121292,544094,-0.014517738862172225,-9404.0,-0.07195323498806394,-65196.0,4.485819345051611,0.01274957715962699,0.03295081347074019,long_unwinding,价格下跌且减仓，偏向多头离场、趋势衰减,多头离场,-1,-1.8647097385023617
2015-05-19,NI1507.SHF,106430,116362,467078,-0.020071816591474057,-4930.0,-0.04064571447416154,-77016.0,4.014008009487633,0.014293597837141347,0.03295081347074019,long_unwinding,价格下跌且减仓，偏向多头离场、趋势衰减,多头离场,-1,-1.607175310656356
2015-05-20,NI1507.SHF,102340,107676,318956,-0.03842901437564594,-8686.0,-0.07464636221446863,-148122.0,2.9621828448307888,0.014663831227143098,0.03295081347074019,long_unwinding,价格下跌且减仓，偏向多头离场、趋势衰减,多头离场,-1,-2.1307537659011455
2015-05-21,NI1507.SHF,101070,106184,480198,-0.012409615008794228,-1492.0,-0.013856383966714958,161242.0,4.522319746854516,0.014663831227143098,0.03295081347074019,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.26265998975509186
2015-05-22,NI1507.SHF,100070,109808,741862,-0.009894132779261877,3624.0,0.03412943569652671,261664.0,6.755992277429695,0.014663831227143098,0.035690567018441366,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.24235302917264834
2015-05-25,NI1507.SHF,99480,114898,610232,-0.005895872888977749,5090.0,0.04635363543639803,-131630.0,5.311075910807847,0.014293597837141347,0.03775531102780255,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.40457762547420284
2015-05-26,NI1507.SHF,100010,115194,550278,0.005327704061117711,296.0,0.0025761980191125744,-59954.0,4.77696755039325,0.013239535910452349,0.03775531102780255,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.07903902080230285
2015-05-27,NI1509.SHF,98110,121918,86754,-0.01899810018998105,6724.0,0.05837109571679089,-463524.0,0.7115766334749586,0.014293597837141347,0.03945231909470531,short_buildup,价格下跌且增仓，偏向空头增仓、情绪偏空,空头增仓,-2,-1.6062700447319016
2015-05-28,NI1509.SHF,99470,144198,211690,0.013861991642034388,22280.0,0.1827457799504586,124936.0,1.468050874492018,0.013965724227072429,0.041029854439493474,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,1.9660777159249299
2015-05-29,NI1509.SHF,97600,144488,196314,-0.018799638081833714,290.0,0.002011123593947284,-15376.0,1.3586872266208958,0.013965724227072429,0.03945231909470531,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.1678851448788643
2015-06-01,NI1509.SHF,96810,156872,171826,-0.008094262295081922,12384.0,0.08570953989258623,-24488.0,1.0953261257585802,0.013135803325414308,0.041029854439493474,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.7761527759750431
2015-06-02,NI1509.SHF,100280,179364,428588,0.035843404606962004,22492.0,0.1433780406955989,256762.0,2.3894872995695904,0.013965724227072429,0.04388381492061172,long_buildup,价格上涨且增仓，偏向多头增仓、资金流入,多头增仓,2,3.792214453025609
2015-06-03,NI1509.SHF,99060,191776,409252,-0.012165935380933357,12412.0,0.0692000624428537,-19336.0,2.1340105122643083,0.013135803325414308,0.05236236557659446,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.5703412706192035
2015-06-04,NI1509.SHF,98530,193186,373158,-0.0053502927518676024,1410.0,0.007352327715668183,-36094.0,1.9315995983145777,0.013135803325414308,0.04388381492061172,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.020020349638005808
2015-06-05,NI1509.SHF,98390,203496,349670,-0.0014208870394804007,10310.0,0.05336825649891819,-23488.0,1.7183138734913708,0.013135803325414308,0.04986094596765811,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.5194736945943779
2015-06-08,NI1509.SHF,100570,217446,493720,0.022156723244232124,13950.0,0.0685517160042457,144050.0,2.270540731951841,0.013135803325414308,0.04986094596765811,long_buildup,价格上涨且增仓，偏向多头增仓、资金流入,多头增仓,2,2.9070843924847782
2015-06-09,NI1509.SHF,100910,214594,602556,0.003380729839912444,-2852.0,-0.013115900039550099,108836.0,2.807888384577388,0.012287775194863793,0.04986094596765811,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.09735170199637655
2015-06-10,NI1509.SHF,101330,210380,398440,0.004162124665543443,-4214.0,-0.01963708211785975,-204116.0,1.8939062648540737,0.012287775194863793,0.04986094596765811,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.15474957452316307
2015-06-11,NI1509.SHF,101500,201518,323762,0.0016776867660119876,-8862.0,-0.04212377602433692,-74678.0,1.606615786182872,0.011030034080097617,0.04986094596765811,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.40446089258324935
2015-06-12,NI1509.SHF,98070,199864,485268,-0.03379310344827591,-1654.0,-0.008207703530205723,161506.0,2.427991033903054,0.012287775194863793,0.04423870573036748,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.4200080697848163
2015-06-15,NI1509.SHF,97580,206642,314750,-0.0049964311206280865,6778.0,0.03391306088139934,-170518.0,1.5231656681603933,0.011030034080097617,0.04138474524924923,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.2891662976077125
2015-06-16,NI1509.SHF,95700,213938,386062,-0.019266243082598944,7296.0,0.03530743992024865,71312.0,1.8045508511811834,0.011030034080097617,0.03871560797229279,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.16041196837649707
2015-06-17,NI1509.SHF,95280,212964,399972,-0.004388714733542298,-974.0,-0.004552720881750738,13910.0,1.8781202456753254,0.0089941975371719,0.03471843780838768,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.08941435615293036
2015-06-18,NI1509.SHF,96300,203154,327414,0.010705289672544138,-9810.0,-0.04606412351383338,-72558.0,1.611654213060043,0.0089941975371719,0.03871560797229279,short_covering,价格上涨但减仓，更像空头回补推动的反弹,空头回补,1,0.6464116615871076
2015-06-19,NI1509.SHF,94610,215276,314640,-0.017549325025960516,12122.0,0.059669019561514824,-12774.0,1.4615656180902654,0.00939977598381303,0.04409394976908515,short_buildup,价格下跌且增仓，偏向空头增仓、情绪偏空,空头增仓,-2,-1.5788030546444571
2015-06-23,NI1509.SHF,95050,218968,157974,0.004650671176408494,3692.0,0.017150077110314133,-156666.0,0.7214478827956596,0.00939977598381303,0.03871560797229279,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.21800748286722627
2015-06-24,NI1509.SHF,96390,215434,335618,0.014097843240399754,-3534.0,-0.01613934456176247,177644.0,1.5578692314119404,0.011435612526738748,0.03871560797229279,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.020415013213627153
2015-06-25,NI1509.SHF,94850,220876,333244,-0.015976761074800283,5442.0,0.025260636668306802,-2374.0,1.5087379344066354,0.011435612526738748,0.034610250400823994,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.09283875593506519
2015-06-26,NI1509.SHF,93850,222276,506474,-0.010542962572482883,1400.0,0.006338398015175883,173230.0,2.2785815832568517,0.01062412612251351,0.02958684877485307,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.04204564557307
2015-06-29,NI1509.SHF,90360,231122,618386,-0.037187000532765024,8846.0,0.039797369036693064,111912.0,2.6755825927432264,0.01062412612251351,0.034610250400823994,short_buildup,价格下跌且增仓，偏向空头增仓、情绪偏空,空头增仓,-2,-1.9738963149607196
2015-06-30,NI1509.SHF,87330,235210,479454,-0.0335325365205843,4088.0,0.017687628179057002,-138932.0,2.038408230942562,0.011435612526738748,0.02958684877485307,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.15844908341527297
2015-07-01,NI1509.SHF,88360,216384,711488,0.011794343295545628,-18826.0,-0.08003911398324903,232034.0,3.2880804495711327,0.011249816484044883,0.02958684877485307,short_covering,价格上涨但减仓，更像空头回补推动的反弹,空头回补,1,0.31755229312296596
2015-07-02,NI1509.SHF,89450,206510,651868,0.012335898596649963,-9874.0,-0.0456318396923987,-59620.0,3.156592901070166,0.011249816484044883,0.02958684877485307,short_covering,价格上涨但减仓，更像空头回补推动的反弹,空头回补,1,0.6670405890425126
2015-07-03,NI1509.SHF,89240,192048,530356,-0.0023476802683063402,-14462.0,-0.0700305069972399,-121512.0,2.761580438223777,0.011249816484044883,0.034610250400823994,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.7237818726554623
2015-07-06,NI1509.SHF,85530,193608,497774,-0.04157328552218731,1560.0,0.00812296925768563,-32582.0,2.571040452873848,0.012065120946097796,0.02958684877485307,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.3345031626450168
2015-07-07,NI1509.SHF,84220,194898,563222,-0.015316263299427146,1290.0,0.006662947812073883,65448.0,2.8898295518681567,0.012065120946097796,0.022448859393083276,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.08653315487353264
2015-07-08,NI1509.SHF,81630,190228,25018,-0.030752790311090017,-4670.0,-0.023961251526439464,-538204.0,0.13151586517231953,0.013216870918524859,0.024610944097373133,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,-0.5471404183752948
2015-07-09,NI1509.SHF,83600,168800,1040716,0.02413328433174078,-21428.0,-0.11264377483861476,1015698.0,6.165379146919431,0.01470705326991345,0.02958684877485307,short_covering,价格上涨但减仓，更像空头回补推动的反弹,空头回补,1,0.11489509493126016
2015-07-10,NI1509.SHF,84570,180276,552370,0.01160287081339706,11476.0,0.06798578199052141,-488346.0,3.0640240520091417,0.01470705326991345,0.02958684877485307,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.7958865280391847
2015-07-13,NI1509.SHF,82250,189886,771510,-0.027432895825942993,9610.0,0.053307151256961616,219140.0,4.063016757422875,0.01470705326991345,0.034610250400823994,short_buildup,价格下跌且增仓，偏向空头增仓、情绪偏空,空头增仓,-2,-1.7412574456898136
2015-07-14,NI1509.SHF,84500,186378,831348,0.02735562310030404,-3508.0,-0.018474242440201016,59838.0,4.460547918745775,0.015646512187113715,0.030284038294277726,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.08881380660103022
2015-07-15,NI1509.SHF,86970,187520,859920,0.02923076923076917,1142.0,0.006127332625095239,28572.0,4.585750853242321,0.015646512187113715,0.024610944097373133,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.3535810185586441
2015-07-16,NI1509.SHF,85430,182376,949108,-0.01770725537541684,-5144.0,-0.02743174061433451,89188.0,5.204127736105628,0.0167630430503804,0.026346188641320656,long_unwinding,价格下跌且减仓，偏向多头离场、趋势衰减,多头离场,-1,-1.4513899598975135
2015-07-17,NI1509.SHF,85600,182418,589592,0.0019899332787076673,42.0,0.00023029345966585346,-359516.0,3.2320933241237157,0.0167630430503804,0.024610944097373133,neutral,价格与持仓变化均不显著，资金方向暂不明确,震荡观望,0,0.022202267383735208
