trade_date,roll_yield,dominant_code,close,virtual_real_ratio,oi_change,vol_change,signal,signal_text,roll_component,ratio_component,agreement_boost,combo_score_raw,combo_score
2019-09-25,-0.0988405271085481,SS2002.SHF,15575,8.730218185223336,,,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-09-26,-0.0848064072587277,SS2002.SHF,15705,5.510532837670384,-1990.0,-79732.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-09-27,-0.0781190552243848,SS2002.SHF,15725,1.7815643863179074,-3464.0,-78394.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-09-30,-0.0795616089655148,SS2002.SHF,15700,1.0633310486634682,-1314.0,-12820.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-08,-0.0744159512654605,SS2002.SHF,15675,0.5063637607773368,24.0,-8114.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-09,-0.0730985708557744,SS2002.SHF,15675,0.33779310344827584,-114.0,-2502.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-10,-0.0726775004858683,SS2002.SHF,15765,0.7566400628025645,786.0,6668.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-11,-0.0767061743485608,SS2002.SHF,15745,0.5400573222328374,-632.0,-3652.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-14,-0.0648280356698695,SS2002.SHF,15765,0.666170299174225,120.0,1928.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-15,-0.0568699646138228,SS2002.SHF,15440,1.5619498984427895,-4.0,13228.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-16,-0.0566851057828631,SS2002.SHF,15490,0.6969136680415303,-708.0,-13270.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-17,-0.0389250418594677,SS2002.SHF,15180,1.4782725682766042,804.0,12176.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-18,-0.0325313687263344,SS2002.SHF,15020,1.6668728352300841,1302.0,4974.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-21,-0.0356594940112486,SS2002.SHF,14850,1.4152850329320918,1444.0,-2024.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-22,-0.0410484835863559,SS2002.SHF,14895,0.5665273806905652,576.0,-14622.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-23,-0.0367267309525706,SS2002.SHF,14975,1.0130590546631226,-882.0,7228.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-24,-0.0203218508838858,SS2002.SHF,15005,0.6938823529411765,-306.0,-5736.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-25,-0.0408692295257564,SS2002.SHF,14960,0.7938565755664564,124.0,1798.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-28,-0.0393812272776928,SS2002.SHF,15005,0.5848067308864773,-722.0,-4002.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-29,-0.0584521225741227,SS2002.SHF,15025,0.8767760593486734,-496.0,4354.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-30,-0.0514740079995384,SS2002.SHF,15065,0.3471851569449739,-168.0,-8482.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-10-31,-0.0490103312611218,SS2002.SHF,14985,0.41366366366366364,246.0,1148.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-11-01,-0.0530679159473227,SS2002.SHF,15000,0.5157116451016636,246.0,1758.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-11-04,-0.0435646276248265,SS2002.SHF,14975,0.28652727947544226,-64.0,-3738.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-11-05,-0.0437555754072035,SS2002.SHF,14910,0.5012266928361139,138.0,3540.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-11-06,-0.0395800251114509,SS2002.SHF,14930,0.5103983963918818,-340.0,-24.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-11-07,-0.0341206417450719,SS2002.SHF,14920,0.5296262534184139,-606.0,-14.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-11-08,-0.0220112103712057,SS2002.SHF,14780,0.5264557298590801,-314.0,-214.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-11-11,-0.0257678240669852,SS2002.SHF,14210,2.0242919164771553,4304.0,31246.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,,1.15,,
2019-11-12,-0.072536856800917,SS2002.SHF,14385,1.09419407226959,356.0,-17606.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,0.9516630497589611,0.1005954551319672,1.15,0.6112360119081635,0.7029214136943879
2019-11-13,-0.076979464044041,SS2002.SHF,14360,0.5654989696791286,678.0,-10034.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,1.1262574571750104,0.40198811277719915,1.15,0.836549719415886,0.9620321773282687
2019-11-14,-0.0539801703359723,SS2002.SHF,14370,0.4682813133360357,-646.0,-2284.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,0.0015415365259894127,0.45107036649549404,1.15,0.18135306851379127,0.20855602879085994
2019-11-15,-0.0511032312982819,SS2002.SHF,14375,0.7509719664415797,-188.0,5438.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.13933414113505324,0.2768254598293352,0.85,0.027129699250702147,0.023060244363096824
2019-11-18,-0.0441987929666778,SS2002.SHF,14300,0.8915567020537751,610.0,3292.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.4791977389562623,0.1883161115516156,0.85,-0.21219219875311113,-0.18036336894014446
2019-11-19,-0.0283012701581548,SS2002.SHF,14380,0.9093023255813953,-1238.0,-768.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.243187477156464,0.1747849532986847,0.85,-0.6759985049744044,-0.5745987292282437
2019-11-20,-0.0381602397256509,SS2002.SHF,14415,0.6287311347121297,-1030.0,-5956.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.7281965944909116,0.3454484095356944,0.85,-0.29873859288026916,-0.2539278039482288
2019-11-21,-0.0297319071783847,SS2002.SHF,14375,0.7173292073315877,-1086.0,806.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.1217323260582412,0.28499246106927334,0.85,-0.5590424112072354,-0.47518604952615007
2019-11-22,-0.0378568003787656,SS2002.SHF,14530,1.0339568688192542,-18.0,5302.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.6955229226095485,0.08011656192605184,0.85,-0.38526712879530833,-0.3274770594760121
2019-11-25,-0.0449218084661562,SS2002.SHF,14525,0.4785909144822678,76.0,-9286.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.3297780606095572,0.43584042991364597,0.85,-0.02353066440027593,-0.02000106474023454
2019-11-26,-0.0311640451471778,SS2002.SHF,14370,0.6420395421436004,-1486.0,1802.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.0144865718834046,0.3235615207143934,0.85,-0.4792673348442853,-0.40737723461764247
2019-11-27,-0.0243148125420224,SS2002.SHF,14220,0.893746051800379,454.0,4276.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.3214691704578083,0.15368632129284648,0.85,-0.7314069737575464,-0.6216959276939144
2019-11-28,-0.0259510306030237,SS2002.SHF,14110,0.6212562638387135,1332.0,-3486.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.2010664939142177,0.3333736072253848,0.85,-0.5872904534583767,-0.4991968854396202
2019-11-29,-0.0217767959547878,SS2002.SHF,14005,0.5674910120928206,1196.0,-244.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.3650692016182613,0.3652776444638165,0.85,-0.6729304631854301,-0.5719908937076156
2019-12-02,-0.0233581959200426,SS2002.SHF,13930,0.5558023907754153,548.0,90.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.2474507015155836,0.3685809101598271,0.85,-0.6010380568454192,-0.5108823483186063
2019-12-03,-0.0232078204448231,SS2002.SHF,14020,0.35655149575008277,-788.0,-4048.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.2196098718532904,0.500503563229623,0.85,-0.531564497820125,-0.4518298231471063
2019-12-04,-0.0205493663606639,SS2002.SHF,13850,0.6994017946161516,1942.0,7570.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.310729449937757,0.25643005352675086,0.85,-0.6838656485519539,-0.5812858012691607
2019-12-05,-0.016102208884947,SS2002.SHF,13880,0.8399164451196354,1004.0,3662.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.476396380234245,0.15489161787231256,0.85,-0.823881180991622,-0.7002990038428787
2019-12-06,-0.0116455372354299,SS2002.SHF,13950,0.8513733371614508,-166.0,100.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.6264119341226708,0.1451256757243245,0.85,-0.9177968901838727,-0.7801273566562917
2019-12-09,0.0,SS2002.SHF,13935,0.8912913511359107,-826.0,98.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-2.0593003479411567,0.11496555349004688,0.85,-1.1895939873686752,-1.011154889263374
2019-12-10,-0.0058040160969535,SS2002.SHF,13985,0.38324544821410805,30.0,-10186.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.7197481092334106,0.481652984950834,0.85,-0.8391876715597129,-0.7133095208257559
2019-12-11,-0.0014282639892488,SS2002.SHF,14200,1.260622633571729,-1086.0,16268.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.8316994695412943,-0.16534780888406245,1.15,-1.1651588052784017,-1.3399326260701618
2019-12-12,0.0014242513071933,SS2002.SHF,14235,1.278663706096084,800.0,1366.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.8691767492621225,-0.1770683105203697,1.15,-1.1923333737654214,-1.3711833798302344
2019-12-13,-0.0142300340925897,SS2002.SHF,14275,0.5427799147520532,-578.0,-14896.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.1740580899733208,0.37362320940836247,0.85,-0.5549855702206475,-0.47173773468755037
2019-12-16,-0.0056940066293514,SS2002.SHF,14255,0.6767642768989117,-1412.0,1622.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-1.4898629616233778,0.26911131306196145,0.85,-0.786273251749242,-0.6683322639868556
2019-12-17,-0.0184763670621029,SS2002.SHF,14300,0.3091028159790439,498.0,-6400.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.9370044591975597,0.544587219782688,0.85,-0.34436778760546055,-0.29271261946464144
2019-12-18,-0.0170580926795542,SS2002.SHF,14295,0.44707599057133235,-506.0,2302.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.9790090976559629,0.43347368655535773,0.85,-0.41401598397143463,-0.3519135863757194
2019-12-19,-0.0268534020152379,SS2002.SHF,14395,0.5078893208323805,-326.0,918.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.5608919554760758,0.38233177708428134,0.85,-0.18360246245193293,-0.15606209308414298
2019-12-20,-0.0198454704910678,SS2002.SHF,14340,0.6672866775168566,-288.0,2596.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.8444602975257421,0.2550831480957105,0.85,-0.404642919277161,-0.34394648138558687
2019-12-23,-0.0295975828579142,SS2002.SHF,14440,0.5668590668590668,-572.0,-2052.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.4268555136820278,0.331319696033961,0.85,-0.12358542979563228,-0.10504761532628744
2019-12-24,-0.041303644492733,SS2002.SHF,14310,0.7564366632337796,-1096.0,2324.0,bullish,贴水与低虚实盘比共振，偏多信号增强,0.0722029448709549,0.17882908938470365,1.15,0.11485340267645441,0.13208141307792257
2019-12-25,-0.0357572017956379,SS2002.SHF,14240,0.39970697922216303,-520.0,-5750.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.16517625965524171,0.46065111912636875,0.85,0.08515469185740247,0.0723814880787921
2019-12-26,-0.037467310957763,SS2002.SHF,14270,0.18439131629568561,-460.0,-3318.0,bullish,贴水与低虚实盘比共振，偏多信号增强,-0.09022426047646999,0.6275491893091072,0.85,0.19688511943776088,0.16735235152209674
2019-12-27,-0.0199643747988874,SS2002.SHF,14240,0.3886704528906364,-822.0,2654.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.8444429887824442,0.4572202452175224,0.85,-0.32377769518245747,-0.27521104090508886
2019-12-30,-0.0439965511435318,SS2006.SHF,14160,0.7870541917554423,3538.0,8256.0,bullish,贴水与低虚实盘比共振，偏多信号增强,0.2078588087516133,0.13051914371994366,1.15,0.17692294273894543,0.20346138414978723
2019-12-31,-0.0278500309571293,SS2006.SHF,14410,0.7914005643843754,9660.0,7720.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.5008827042419598,0.1259573441135126,0.85,-0.2501466848997708,-0.21262468216480518
2020-01-02,-0.110411676190372,SS2006.SHF,13805,0.6276106381853751,-8019.0,-9444.0,bullish,贴水与低虚实盘比共振，偏多信号增强,2.927529080892783,0.2598592614203828,1.15,1.8604611531038229,2.139530326069396
2020-01-03,-0.0788178298144481,SS2006.SHF,13750,0.8261412124627646,5929.0,8653.0,bullish,贴水与低虚实盘比共振，偏多信号增强,1.567861324813046,0.09311897926738831,1.15,0.9779643865947829,1.1246590445840003
2020-01-06,-0.06000672460435,SS2006.SHF,13895,0.7312383785793976,2048.0,-860.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,0.7831951806745218,0.17179757123910883,1.15,0.5386361369003565,0.6194315574354099
2020-01-07,-0.0577646523081497,SS2006.SHF,13930,0.32711021408491314,856.0,-10587.0,bullish,贴水与低虚实盘比共振，偏多信号增强,0.683191791723572,0.510170262929023,1.15,0.6139831802057525,0.7060806572366153
2020-01-08,-0.0630329556329558,SS2006.SHF,13965,0.48664926022628374,979.0,4903.0,bullish,贴水与低虚实盘比共振，偏多信号增强,0.8901799337168139,0.37098143682330625,1.15,0.6825005349594109,0.7848756152033225
2020-01-09,-0.0373078519221713,SS2006.SHF,13950,0.5258434118395926,2695.0,2543.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.17744643245037323,0.33469552123168483,0.85,0.02741034902245,0.0232987966690825
2020-01-10,-0.0425920090423938,SS2006.SHF,14065,0.38447701335849727,2491.0,-3484.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,0.04335162634413642,0.4530892117454904,1.15,0.20724666050467802,0.2383336595803797
2020-01-13,,SS2006.SHF,14030,0.3410371880930127,1396.0,-997.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.4867103822591982,0.85,,
2020-01-14,,SS2006.SHF,13840,0.3952770109601771,1280.0,2421.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.4357956987924657,0.85,,
2020-01-15,,SS2006.SHF,13830,0.23763349450082355,1055.0,-5517.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.569277137788104,0.85,,
2020-01-16,,SS2006.SHF,13935,0.283389812970484,1015.0,2010.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5244599356167113,0.85,,
2020-01-17,,SS2006.SHF,13840,0.36063596761093747,1974.0,3698.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.45238274716697896,0.85,,
2020-01-20,,SS2006.SHF,13860,0.2524471299093656,744.0,-4208.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5443190403177641,0.85,,
2020-01-21,,SS2006.SHF,13865,0.3076161970960002,-948.0,1991.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.4910204486123895,0.85,,
2020-01-22,,SS2006.SHF,13850,0.7272697292484253,-10104.0,9617.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.11249909921991691,0.85,,
2020-01-23,,SS2006.SHF,13705,0.526685126882373,-3960.0,-8168.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.29226623349255165,0.85,,
2020-02-03,,SS2006.SHF,13030,0.38369367022662154,510.0,-3574.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.4195447654780132,0.85,,
2020-02-04,,SS2006.SHF,13245,0.280217573832731,520.0,-2635.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5104224374146633,0.85,,
2020-02-05,,SS2006.SHF,13235,0.21226985839955526,3186.0,-1185.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5684332230550228,0.85,,
2020-02-06,,SS2006.SHF,13265,0.11647790716222683,766.0,-2840.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.6514235532203794,0.85,,
2020-02-07,,SS2006.SHF,13270,0.34844430027302464,5648.0,9239.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.43340121011934757,0.85,,
2020-02-10,,SS2006.SHF,13290,0.10648050021195422,751.0,-8871.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.6533701385885322,0.85,,
2020-02-11,,SS2006.SHF,13395,0.16258205134703602,1713.0,2396.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5963208157162279,0.85,,
2020-02-12,,SS2006.SHF,13500,0.2170621633425535,1757.0,2531.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5412686065271012,0.85,,
2020-02-13,,SS2006.SHF,13465,0.14955330695040167,985.0,-2635.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.6002827332455815,0.85,,
2020-02-14,,SS2006.SHF,13295,0.2534608664486358,2443.0,5004.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.49863863672737624,0.85,,
2020-02-17,,SS2006.SHF,13345,0.16029558358254237,1504.0,-3918.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5827988832269794,0.85,,
2020-02-18,,SS2006.SHF,13250,0.2010223963461901,1585.0,2198.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5402336590308587,0.85,,
2020-02-19,,SS2006.SHF,13175,0.23701753721449945,5071.0,2920.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5024528975075778,0.85,,
2020-02-20,,SS2006.SHF,13250,0.14736508173471674,786.0,-4618.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5843836793370223,0.85,,
2020-02-21,,SS2006.SHF,13200,0.1465413128704409,233.0,-10.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.5811073806550491,0.85,,
2020-02-24,,SS2006.SHF,13085,0.2884107428615497,-1954.0,7072.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.4412125591707488,0.85,,
2020-02-25,,SS2006.SHF,12980,0.47906157592624804,-5875.0,7074.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,,0.25471432897224255,0.85,,
2020-02-26,0.0192054762320967,SS2006.SHF,12660,0.47681991226544534,5755.0,2641.0,bearish,升水与高虚实盘比共振，偏空信号增强,-2.434896534467681,0.25552797361193164,0.85,-1.358726731235836,-1.1549177215504605
2020-02-27,-0.0239926456506781,SS2006.SHF,12690,0.30458309897399094,-188.0,-8970.0,neutral,展期与虚实盘信号未形成共振，维持中性判断,-0.673306869570885,0.42189404714214584,0.85,-0.23522650288567265,-0.19994252745282176
