ts_code,trade_date,open,high,low,close,vol,oi,delist_date
CU2306.SHF,20230315,68640.0,68880.0,68300.0,68450,10226,65251,20230615
CU2307.SHF,20230315,68630.0,69020.0,68250.0,68350,3318,34227,20230717
CU2308.SHF,20230315,68520.0,68740.0,68180.0,68310,1411,20182,20230815
CU2309.SHF,20230315,68500.0,68710.0,68090.0,68260,688,8440,20230915
CU2310.SHF,20230315,68510.0,68630.0,68050.0,68180,99,3023,20231016
CU2311.SHF,20230315,68250.0,68570.0,67970.0,68140,735,6657,20231115
CU2312.SHF,20230315,68320.0,68340.0,67960.0,68060,29,2020,20231215
CU2401.SHF,20230315,68380.0,68380.0,67950.0,67950,19,1194,20240115
CU2402.SHF,20230315,68230.0,68230.0,67610.0,67780,53,1169,20240219
CU2304.SHF,20230316,67130.0,67650.0,66360.0,66420,166168,132233,20230417
CU2305.SHF,20230316,67000.0,67560.0,66190.0,66240,123865,141532,20230515
CU2306.SHF,20230316,67000.0,67400.0,66080.0,66130,41963,69363,20230615
CU2307.SHF,20230316,67140.0,67320.0,66000.0,66060,11975,37754,20230717
CU2308.SHF,20230316,67000.0,67240.0,65930.0,65980,5064,22346,20230815
CU2309.SHF,20230316,66790.0,67150.0,65880.0,65900,2124,9062,20230915
CU2310.SHF,20230316,66800.0,67100.0,65810.0,66030,799,3391,20231016
CU2311.SHF,20230316,66970.0,67010.0,65790.0,65850,689,7061,20231115
CU2312.SHF,20230316,66570.0,66960.0,65740.0,65880,307,2051,20231215
CU2401.SHF,20230316,66930.0,66930.0,65700.0,65700,159,1201,20240115
CU2402.SHF,20230316,66400.0,66700.0,65660.0,65720,113,1183,20240219
CU2304.SHF,20230317,66620.0,67440.0,66160.0,67220,103162,115381,20230417
CU2305.SHF,20230317,66420.0,67270.0,65960.0,67030,92491,143450,20230515
CU2306.SHF,20230317,66310.0,67110.0,65830.0,66880,26462,72378,20230615
CU2307.SHF,20230317,66120.0,67000.0,65750.0,66780,8634,39616,20230717
CU2308.SHF,20230317,66230.0,66900.0,65700.0,66700,3199,23154,20230815
CU2309.SHF,20230317,66000.0,66850.0,65630.0,66650,1394,9441,20230915
