trade_date,roll_yield,pairs_count,structure
2016-10-21,0.05729498498529521,1,contango
2016-10-24,0.0521302035229582,1,contango
2016-10-25,0.04778457893749214,1,contango
2016-10-26,0.04839963401097469,1,contango
2016-10-27,0.04733191958445918,1,contango
2016-10-28,0.04751558614123893,1,contango
2016-10-31,0.04568486069072954,2,contango
2016-11-01,0.047372766265179736,2,contango
2016-11-02,0.047268444896195694,2,contango
2016-11-03,0.04743785038339912,2,contango
2016-11-04,0.049085176430468225,2,contango
2016-11-07,0.04977011635069137,2,contango
2016-11-08,0.042190827915323144,2,contango
2016-11-09,0.0470695414744024,2,contango
2016-11-10,0.04406699380056365,2,contango
2016-11-11,0.04641536437334133,2,contango
2016-11-14,0.046715784905834334,2,contango
2016-11-15,0.04721396795980723,2,contango
2016-11-16,0.0482389483913471,2,contango
2016-11-17,0.04791187020219079,2,contango
2016-11-18,0.051103979288593344,2,contango
2016-11-21,0.04920239279929438,3,contango
2016-11-22,0.04825430914046022,3,contango
2016-11-23,0.04643674466744595,2,contango
2016-11-24,0.05005420929204217,2,contango
2016-11-25,0.04750388402707564,2,contango
2016-11-28,0.04943002871262155,2,contango
2016-11-29,0.04285337321966109,3,contango
2016-11-30,0.04671775203537766,3,contango
2016-12-01,0.050567706228455085,3,contango
2016-12-02,0.05241235757030488,2,contango
2016-12-05,0.05324104675913192,3,contango
2016-12-06,0.05121101762689968,3,contango
2016-12-07,0.05328613880827776,3,contango
2016-12-08,0.05106364410366551,3,contango
2016-12-09,0.05125405905990956,3,contango
2016-12-12,0.053031582996836975,3,contango
2016-12-13,0.054814213731705246,3,contango
2016-12-14,0.05585645021912638,3,contango
2016-12-15,0.0517749636743943,2,contango
2016-12-16,0.051560950746764915,2,contango
2016-12-19,0.049835234584071054,2,contango
2016-12-20,0.04970204493245651,2,contango
2016-12-21,0.05325133346915662,2,contango
2016-12-22,0.05359381569512351,2,contango
2016-12-23,0.05231427306734811,2,contango
2016-12-26,0.04896190758943651,2,contango
2016-12-27,0.05621470994683041,2,contango
2016-12-28,0.05713209509572337,2,contango
2016-12-29,0.05498094413750894,2,contango
2016-12-30,0.04529826388708172,2,contango
2017-01-03,0.05829262695154319,2,contango
2017-01-04,0.0585527358660412,2,contango
2017-01-05,0.05193392330112331,2,contango
2017-01-06,0.05578468589905143,2,contango
2017-01-09,0.05679235158717053,2,contango
2017-01-10,0.0544582651235803,2,contango
2017-01-11,0.055169015445237196,2,contango
2017-01-12,0.05508450044627183,2,contango
2017-01-13,0.05663036640687203,2,contango
2017-01-16,0.05069248768922476,1,contango
2017-01-17,0.04732592192357666,1,contango
2017-01-18,0.04568105566684687,1,contango
2017-01-19,0.05127222947852221,1,contango
2017-01-20,0.05429235234898238,1,contango
2017-01-23,0.04872701504654211,1,contango
2017-01-24,0.0549284757127834,1,contango
2017-01-25,0.05153442934845599,1,contango
2017-01-26,0.05061769739202199,1,contango
2017-02-03,0.05106587966535218,1,contango
2017-02-06,0.05561521644588783,1,contango
2017-02-07,0.055978962332081425,1,contango
2017-02-08,0.05576778701795164,2,contango
2017-02-09,0.05733609692370746,2,contango
2017-02-10,0.055173830335155286,2,contango
2017-02-13,0.05665090512183543,2,contango
2017-02-14,0.05146910050963803,2,contango
2017-02-15,0.05241867198808818,2,contango
2017-02-16,0.05561949646869594,2,contango
2017-02-17,0.052236837440874366,2,contango
2017-02-20,0.05044806478161025,2,contango
2017-02-21,0.05275618218743635,2,contango
2017-02-22,0.05407906953178018,2,contango
2017-02-23,0.05605554316223217,2,contango
2017-02-24,0.058917650311528576,2,contango
2017-02-27,0.05889254526004928,2,contango
2017-02-28,0.05547164865909595,2,contango
2017-03-01,0.056723257478498136,2,contango
2017-03-02,0.05451745868131042,2,contango
2017-03-03,0.054772182050271026,2,contango
2017-03-06,0.05519926014812679,2,contango
2017-03-07,0.05391283838755037,2,contango
2017-03-08,0.05634123605487292,2,contango
2017-03-09,0.05704666515307052,2,contango
2017-03-10,0.058749434446102616,2,contango
2017-03-13,0.06078174513467462,2,contango
2017-03-14,0.05979985951199265,2,contango
2017-03-15,0.06142471922264572,2,contango
2017-03-16,0.05946010352197059,2,contango
2017-03-17,0.059135902124834876,2,contango
2017-03-20,0.060558205683113084,2,contango
2017-03-21,0.05923914185899923,2,contango
2017-03-22,0.0565476376907847,2,contango
2017-03-23,0.0594795409385531,2,contango
2017-03-24,0.05875745367283058,2,contango
2017-03-27,0.05754018994367692,2,contango
2017-03-28,0.06059389242935829,2,contango
2017-03-29,0.0605126776641966,2,contango
2017-03-30,0.06170814523770276,2,contango
2017-03-31,0.06317262443764148,2,contango
2017-04-05,0.061774200947145745,2,contango
2017-04-06,0.06063947644653188,2,contango
2017-04-07,0.06113787631836126,2,contango
2017-04-10,0.0614446534763764,2,contango
2017-04-11,0.06245440127731308,2,contango
2017-04-12,0.05878875945255804,2,contango
2017-04-13,0.06328878781782495,2,contango
2017-04-14,0.06193852493967,2,contango
2017-04-17,0.06686522181219312,2,contango
2017-04-18,0.06413648282433228,2,contango
2017-04-19,0.06656188805919161,2,contango
2017-04-20,0.06818401902558884,2,contango
2017-04-21,0.06745833077112856,2,contango
2017-04-24,0.06942716806730972,2,contango
2017-04-25,0.07031136839423438,2,contango
2017-04-26,0.06978917507237999,2,contango
2017-04-27,0.06836108981115539,2,contango
2017-04-28,0.07892700976989052,2,contango
2017-05-02,0.0696755132331572,2,contango
2017-05-03,0.06763588072227045,2,contango
2017-05-04,0.06721304694586684,2,contango
2017-05-05,0.0721707729184673,2,contango
2017-05-08,0.061738715796282914,2,contango
2017-05-09,0.0685596360195641,2,contango
2017-05-10,0.06682520487207971,2,contango
2017-05-11,0.06392233712007919,2,contango
2017-05-12,0.06369192048985486,2,contango
2017-05-15,0.0646715408096129,1,contango
2017-05-16,0.0622308241921773,1,contango
2017-05-17,0.06163325011553181,1,contango
2017-05-18,0.0635076428496631,1,contango
2017-05-19,0.06270067789030885,1,contango
2017-05-22,0.05860499075254407,1,contango
2017-05-23,0.058391534144448205,1,contango
2017-05-24,0.05364863768664238,1,contango
2017-05-25,0.059693693318358394,1,contango
2017-05-26,0.05908954309308879,1,contango
2017-05-31,0.05807931916202616,1,contango
2017-06-01,0.06232305774490883,1,contango
2017-06-02,0.06649637583402518,1,contango
2017-06-05,0.06717070678614258,1,contango
2017-06-06,0.06797830803903425,2,contango
2017-06-07,0.06469884181584137,2,contango
2017-06-08,0.06615658864946025,2,contango
2017-06-09,0.06518344999051807,2,contango
2017-06-12,0.06517912455685695,2,contango
2017-06-13,0.0646071006079345,2,contango
2017-06-14,0.06451470581581985,2,contango
2017-06-15,0.06012544782641131,2,contango
2017-06-16,0.05855942821305003,2,contango
2017-06-19,0.06194279429817707,2,contango
2017-06-20,0.05710826114599529,2,contango
2017-06-21,0.05653973872016636,2,contango
2017-06-22,0.058394456334232875,2,contango
2017-06-23,0.056057891045446354,3,contango
2017-06-26,0.05776676204120106,3,contango
2017-06-27,0.052626031784595635,3,contango
2017-06-28,0.05491639073098096,3,contango
2017-06-29,0.056575420103466126,3,contango
2017-06-30,0.050991624771462456,3,contango
2017-07-03,0.053980653771364275,3,contango
2017-07-04,0.04960014346780734,3,contango
2017-07-05,0.04744228433001316,3,contango
2017-07-06,0.06035539549157444,3,contango
2017-07-07,0.05816840034433795,3,contango
2017-07-10,0.05632988807374012,2,contango
2017-07-11,0.05698154465639757,2,contango
2017-07-12,0.053500421883162855,3,contango
2017-07-13,0.05244084114547941,3,contango
2017-07-14,0.04572553665486919,3,contango
2017-07-17,0.032435644812315645,2,contango
2017-07-18,0.039195209221451824,2,contango
2017-07-19,0.04149213103819057,2,contango
2017-07-20,0.04345149972523564,2,contango
2017-07-21,0.04082506970586915,2,contango
2017-07-24,0.04291174072515709,2,contango
2017-07-25,0.04695976182058727,2,contango
2017-07-26,0.050994861109379626,2,contango
2017-07-27,0.060067429110296444,2,contango
2017-07-28,0.055380546750342936,2,contango
2017-07-31,0.05478483021146565,2,contango
2017-08-01,0.05351445439954104,2,contango
2017-08-02,0.05221407992359484,2,contango
2017-08-03,0.05001743848726511,2,contango
2017-08-04,0.05374582700010119,2,contango
2017-08-07,0.05723826653130669,2,contango
2017-08-08,0.055860827337274745,2,contango
2017-08-09,0.05398553034077351,2,contango
2017-08-10,0.053684491935151686,2,contango
2017-08-11,0.05069306248164536,2,contango
2017-08-14,0.05148731124334885,2,contango
2017-08-15,0.049065269415413476,2,contango
2017-08-16,0.05023429086441061,2,contango
2017-08-17,0.04972896442902825,2,contango
2017-08-18,0.04844422814816118,2,contango
2017-08-21,0.047499591704859845,3,contango
2017-08-22,0.04437710927773616,3,contango
2017-08-23,0.04581076233690844,3,contango
2017-08-24,0.04145410552442528,3,contango
2017-08-25,0.03598154112751241,3,contango
2017-08-28,0.043215988096720157,3,contango
2017-08-29,0.041366004735187166,3,contango
2017-08-30,0.037879084394356055,3,contango
2017-08-31,0.03919055273112508,3,contango
2017-09-01,0.03878968789271748,3,contango
2017-09-04,0.040897343739588525,3,contango
2017-09-05,0.03502303779373846,3,contango
2017-09-06,0.03610923804679374,3,contango
2017-09-07,0.03536592667262688,3,contango
2017-09-08,0.02858810802811709,3,contango
2017-09-11,0.034492303351074116,3,contango
2017-09-12,0.03668849772808016,3,contango
2017-09-13,0.03769881582379283,3,contango
2017-09-14,0.025224356987509015,4,contango
2017-09-15,0.042058233352780895,3,contango
2017-09-18,0.037224658895546346,3,contango
2017-09-19,0.02474780018960069,3,contango
2017-09-20,0.035204169809981964,3,contango
2017-09-21,0.037906960838429676,3,contango
2017-09-22,0.03406503098710035,3,contango
2017-09-25,0.026595642472174632,3,contango
2017-09-26,0.027570511636312675,3,contango
2017-09-27,0.019206330829124024,3,contango
2017-09-28,0.012446789039915602,3,contango
2017-09-29,0.010017853402347076,3,contango
2017-10-09,0.008993270978196471,3,contango
2017-10-10,0.011910996698705037,3,contango
2017-10-11,0.011622141668221632,3,contango
2017-10-12,-7.134106573684714e-05,3,backwardation
2017-10-13,0.0030098004051548155,3,backwardation
2017-10-16,0.006588494867184638,3,backwardation
2017-10-17,0.006084579751810815,3,backwardation
2017-10-18,0.02104843145550685,3,contango
