trade_date,factor_value,close,fwd_ret_1d,fwd_ret_3d,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d
2025-10-17,-0.3999774019250126,84390.0,0.011731247778172804,0.012205237587391782,0.03945965161749032,0.03104633250385125,0.029742860528498616
2025-10-20,0.4266601974007771,85380.0,0.00023424689622864037,0.008081517919887649,0.035019910986179514,0.02248770203794792,0.012532208948231371
2025-10-21,-1.9285405371249016,85400.0,0.00023419203747065964,0.02716627634660429,0.01850117096018744,0.003981264637002324,0.0030444964871194635
2025-10-22,0.3111117236514186,85420.0,0.007609459143057773,0.034535237649262474,0.03851557012409268,0.0029267150550222887,0.008077733551861366
2025-10-23,0.4148413015955624,86070.0,0.019170442662948872,0.010572789589868625,0.021958870686650478,0.0029046125246892096,0.0006971070059254014
2025-10-24,-0.1381978166109142,87720.0,0.007409940720474184,0.011285909712722253,-0.00809393524851798,-0.02029183766529863,-0.023483812129503012
2025-10-27,-0.51664536814517,88370.0,-0.015729319904945083,-0.00463958356908456,-0.012108181509562055,-0.021387348647731175,-0.02591377164195996
2025-10-28,-2.1727676953540036,86980.0,0.01988962979995401,0.00034490687514376894,-0.014256150839273452,-0.004023913543343305,-0.004368820418486963
2025-10-29,0.389707867809034,88710.0,-0.008454514710855565,-0.01589448765640855,-0.034268966294668024,-0.021079923345733276,-0.023898094916018464
2025-10-30,-1.7698945883205934,87960.0,-0.010800363801728108,-0.02523874488403821,-0.018644838562983157,-0.004661209640745789,-0.01102773988176442
2025-10-31,-0.6132492185461251,87010.0,0.003332950235605203,-0.015400528674864966,-0.012297437076198126,-0.0012642225031606058,0.00482703137570395
2025-11-03,0.6249821009121144,87300.0,-0.017869415807560185,-0.01122565864833902,-0.009392898052691834,-0.009736540664375681,0.02268041237113394
2025-11-04,-1.1172263240164595,85740.0,-0.0008164217401446239,0.0023326335432702905,0.010380219267553059,-0.000933053417308094,0.037088873337998596
2025-11-05,1.4404146637403377,85670.0,0.007587253414264028,0.009454885023929105,0.01365705614567525,0.005135986926578795,0.04132134936383802
2025-11-06,0.7962812280609899,86320.0,-0.004402224281742306,0.0035912882298423376,0.014249304911955418,-0.002201112140871153,0.053985171455050995
2025-11-07,1.5799848323822698,85940.0,0.0062834535722597895,0.010472422620432909,0.011170584128461725,-0.0032580870374679938,0.0795904119152897
2025-11-10,0.3954101221253255,86480.0,0.0017345050878816437,0.012372802960221918,-0.00034690101757628433,-0.0046253469010175685,0.07504625346901017
2025-11-11,-0.2218847932317852,86630.0,0.0024241025049058784,0.003116703220593431,-0.011197044903613063,-0.0003463003578436652,0.05148331986609711
2025-11-12,-0.996537769626768,86840.0,0.008175955780746147,-0.004491017964071808,-0.008406264394288376,-0.0028788576692768686,0.05849838783970518
2025-11-13,0.3112516157856228,87550.0,-0.007424328954882875,-0.0215876641918904,-0.016219303255282647,-0.006396344945745258,0.05436893203883497
2025-11-14,-0.0107918828738185,86900.0,-0.005178365937859586,-0.009090909090909038,-0.014269275028768735,0.0060989643268123395,0.08365937859608752
2025-11-17,0.195841622923919,86450.0,-0.009138230190861796,-0.0037015615962984194,-0.004279930595720072,0.03273568536726423,0.06986697513013307
2025-11-18,-1.2401551584072306,85660.0,0.005253327107167971,0.0,0.01097361662386187,0.03805743637637171,0.07307961709082411
