trade_date,dominant_code,close,skew_factor,upside_skew,downside_skew,ret_5min_mean,ret_5min_std,bar_count
2026-02-10,CU2603.SHF,101560.0,-0.228651334182669,0.981058755224633,-1.9577204812946136,-2.4458180237694332e-05,0.0004239890295794,225
2026-02-11,CU2603.SHF,102180.0,0.3715164731971276,1.217704301880714,-1.1655969752805098,1.935216245455949e-05,0.0004164120363832,225
2026-02-12,CU2604.SHF,102680.0,-0.2868475305375947,1.1500559374976589,-1.9097156110707432,-1.2494406112913434e-05,0.0004387569245063,225
2026-02-13,CU2604.SHF,100630.0,-3.712709200958028,1.124625565232947,-7.113878335669336,9.972072200201628e-06,0.0006341673009955,225
2026-02-24,CU2604.SHF,101810.0,1.0778567204835243,3.467019427705632,-1.759909488909496,3.534264759090651e-05,0.0007494248065866,226
2026-02-25,CU2604.SHF,102890.0,-0.3703898501019227,0.7093290226534563,-2.1950233761791487,3.015430756673844e-05,0.0004788652872428,225
2026-02-26,CU2604.SHF,102670.0,-0.6074893360502253,1.3763175120628466,-2.688851991439899,-1.0741156149325737e-05,0.0004817060120443,225
2026-02-27,CU2604.SHF,103920.0,1.0215363424502757,2.3070137986821284,-1.9611134966275785,6.467468908326682e-05,0.0006335354706197,225
2026-03-02,CU2604.SHF,103850.0,-0.8773414147302564,1.751641126545182,-2.7306358918700613,3.2372547941324014e-06,0.0006737934131265,225
2026-03-03,CU2604.SHF,102100.0,-0.2558483954179937,1.3489966635887711,-1.914651771782308,-2.2911975102188936e-05,0.0006353728790602,225
2026-03-04,CU2604.SHF,101660.0,0.2646326672431782,1.726975886841668,-1.402520150524836,1.425577641632778e-05,0.0006018173095947,225
2026-03-05,CU2604.SHF,101080.0,-0.2479860029787062,2.3907914646825272,-2.1283688568583305,-3.935807036861099e-05,0.0006549454616967,225
2026-03-06,CU2604.SHF,101050.0,-0.2758434262695277,1.1177097740285429,-1.95661988145815,9.825260377906747e-06,0.0004364299814962,225
2026-03-09,CU2604.SHF,100190.0,0.5147383547068692,2.43333008519936,-1.5915183705908251,5.5969210807226295e-05,0.0008612429330763,225
2026-03-10,CU2604.SHF,101520.0,0.5046057532073593,1.831368873600992,-1.0842693075829903,1.2892433270212823e-05,0.0004930213281055,225
2026-03-11,CU2604.SHF,101150.0,-1.187795348956536,1.5930388718027624,-3.077476112872404,-2.5906887139170304e-05,0.0003374512430424,225
2026-03-12,CU2604.SHF,101010.0,-0.3473819335348643,1.8273177761135488,-1.5249175339617125,-1.0533983508662971e-05,0.0003479279206902,225
2026-03-13,CU2604.SHF,100310.0,-0.4836782381838834,0.967330848289991,-1.707898251366026,-1.9027548156930396e-05,0.0003700345952939,225
2026-03-16,CU2604.SHF,99720.0,-0.8127646492445325,1.9572028649957935,-4.01315269128027,5.1209293533089185e-06,0.0006223046657112,225
2026-03-17,CU2605.SHF,99420.0,0.0461947439529984,2.0112781731138183,-1.9716384961791136,-3.7929277667344015e-05,0.000388753197827,225
2026-03-18,CU2605.SHF,98610.0,-0.5929331522547204,1.917663047830588,-2.7514143052493996,-2.5563908546840713e-05,0.0005771353529399,225
2026-03-19,CU2605.SHF,94420.0,-0.213976563816053,2.1198765187897446,-1.5554463844128488,-7.247275846203228e-05,0.0006562186739182,225
2026-03-20,CU2605.SHF,94740.0,0.0745009717628749,1.5881026500641295,-1.7580515330201196,-2.7935620796087912e-05,0.0007038452707685,225
2026-03-23,CU2605.SHF,92100.0,1.082381896705657,3.1368313690951553,-2.1057139815005512,1.3694807528367694e-05,0.0010848811327934,225
2026-03-24,CU2605.SHF,94030.0,-3.9994710712802055,1.5624295605364535,-7.100526853308945,-2.6533604314776505e-05,0.0009436414500112,225
2026-03-25,CU2605.SHF,95590.0,0.2184425350364591,2.3080557254208216,-1.4180121476781171,-6.3362599465763085e-06,0.0006281605605889,225
2026-03-26,CU2605.SHF,95350.0,-0.5678422292439383,0.9236469894634182,-2.636011268950266,-2.2293160254572624e-05,0.000497550001013,225
2026-03-27,CU2605.SHF,95930.0,1.1996404552861255,3.326281207868736,-1.224170963400015,3.6580479761582985e-05,0.0005151880745193,225
2026-03-30,CU2605.SHF,95760.0,0.166727048091471,1.1747955636275982,-1.1888859835559045,4.083064602435864e-05,0.0004134477011425,225
2026-03-31,CU2605.SHF,95340.0,0.0396873051652337,0.750705398412999,-0.5150376530402235,-9.735379759564372e-06,0.0004171016020823,225
2026-04-01,CU2605.SHF,97030.0,0.2488099168578737,1.7590556072723282,-1.2182085935958091,5.509182434772418e-07,0.0004261631749444,225
2026-04-02,CU2605.SHF,95880.0,-0.9133346431951496,1.2255795350984189,-2.150984518722524,-4.112153919267723e-05,0.00050173091138,225
2026-04-03,CU2605.SHF,96250.0,0.1135785192121077,1.970115006637418,-2.497113213701222,-1.1072956101897918e-05,0.0002995080452742,225
2026-04-07,CU2605.SHF,96560.0,-0.2645945699929027,2.765428267117355,-2.136770622819237,9.76641630121665e-06,0.000424262768081,226
2026-04-08,CU2605.SHF,98220.0,0.1176218737105007,1.4559880454912886,-2.0358920348691703,9.175630906067128e-06,0.0003897296422358,225
2026-04-09,CU2605.SHF,97810.0,-0.0362668152375096,1.5639265556433863,-1.7068389058909337,-3.594489907832177e-06,0.0003328796517466,225
2026-04-10,CU2605.SHF,98440.0,0.5244607968689491,2.2473399141002512,-1.7445200478055112,1.7323661996381463e-05,0.0003377885495596,225
2026-04-13,CU2605.SHF,99610.0,0.7639009195801062,1.4322431379029326,-1.038633527936779,4.14967589543448e-05,0.0003797159857286,225
2026-04-14,CU2605.SHF,101190.0,0.1170642851083288,1.515938833206543,-1.5090076715116645,-3.718557044046579e-07,0.0003722980470799,225
2026-04-15,CU2606.SHF,102160.0,-1.1060021771822564,1.2621776839153187,-2.699604312255328,-6.399807515089209e-06,0.0005479885106634,225
2026-04-16,CU2606.SHF,102720.0,0.0783348550294305,2.1386179817448054,-2.85326435687282,1.1381459634077118e-05,0.0003668354648833,225
2026-05-06,CU2606.SHF,102240.0,1.5028048126464832,2.7283370017354693,-1.3229680397771169,0.00012207539413191707,0.0006217076923867153,38
