trade_date,factor_value,close,signal,period_forward_ret,strategy_period_ret,benchmark_period_ret,strategy_nav,benchmark_nav,holding_period
2025-10-17,-0.3999774019250126,84390.0,0,0.012205237587391782,0.0,0.012205237587391782,1.0,1.0122052375873918,3
2025-10-22,0.3111117236514186,85420.0,0,0.034535237649262474,0.0,0.034535237649262474,1.0,1.0471619860173005,3
2025-10-27,-0.51664536814517,88370.0,0,-0.00463958356908456,-0.0,-0.00463958356908456,1.0,1.0423035904728046,3
2025-10-30,-1.7698945883205934,87960.0,1,-0.02523874488403821,-0.02523874488403821,-0.02523874488403821,0.9747612551159618,1.0159971560611445,3
2025-11-04,-1.1172263240164595,85740.0,1,0.0023326335432702905,0.0023326335432702905,0.0023326335432702905,0.9770350159163256,1.01836710510724,3
2025-11-07,1.5799848323822698,85940.0,-1,0.010472422620432909,-0.010472422620432909,0.010472422620432909,0.9668030923146884,1.02903187581467,3
2025-11-12,-0.996537769626768,86840.0,0,-0.004491017964071808,-0.0,-0.004491017964071808,0.9668030923146884,1.0244104751747838,3
2025-11-17,0.195841622923919,86450.0,0,-0.0037015615962984194,-0.0,-0.0037015615962984194,0.9668030923146884,1.020618556701031,3
2025-11-20,-0.1189519271355993,86130.0,0,0.005456867525833076,0.0,0.005456867525833076,0.9668030923146884,1.0261879369593556,3
2025-11-25,0.3856287710181703,86600.0,0,0.00958429561200913,0.0,0.00958429561200913,0.9668030923146884,1.0360232255006518,3
2025-11-28,-0.2164084028232848,87430.0,0,0.020359144458423906,0.0,0.020359144458423906,0.9668030923146884,1.057115772010902,3
2025-12-03,-0.3837556361097647,89210.0,0,0.04214774128460941,0.0,0.04214774128460941,0.9668030923146884,1.1016708140774976,3
2025-12-08,0.6214570889994973,92970.0,0,-0.0070990642142626514,-0.0,-0.0070990642142626514,0.9668030923146884,1.0938499822253824,3
2025-12-11,-1.1875600598195384,92310.0,1,-0.004224894377640509,-0.004224894377640509,-0.004224894377640509,0.9627184513656827,1.0892285815854963,3
2025-12-16,-2.6448630611760247,91920.0,1,0.013707571801566676,0.013707571801566676,0.013707571801566676,0.9759149836624709,1.104159260575898,3
2025-12-19,1.971499663592492,93180.0,-1,0.031337196823352675,-0.031337196823352675,0.031337196823352675,0.945332543736581,1.1387605166488926,3
2025-12-24,0.1269791948738966,96100.0,0,0.028720083246618122,0.0,0.028720083246618122,0.945332543736581,1.1714658134850107,3
2025-12-29,0.1741949173541215,98860.0,0,0.025187133319846344,0.0,0.025187133319846344,0.945332543736581,1.2009716791088998,3
2026-01-05,0.9338731983951056,101350.0,-1,-0.0009866798223976403,0.0009866798223976403,-0.0009866798223976403,0.9462652842829418,1.1997867045858521,3
2026-01-08,-0.7082459237434854,101250.0,0,0.012148148148148241,0.0,0.012148148148148241,0.9462652842829418,1.2143618912193397,3
2026-01-13,0.0565921863770875,102480.0,0,-0.016686182669789273,-0.0,-0.016686182669789273,0.9462652842829418,1.194098826875223,3
2026-01-16,-0.118210295409409,100770.0,0,0.005061030068472805,0.0,0.005061030068472805,0.9462652842829418,1.2001421969427666,3
2026-01-21,0.0622601773042235,101280.0,0,0.005924170616113722,0.0,0.005924170616113722,0.9462652842829418,1.207252044081053,3
2026-01-26,-0.6929880707246304,101880.0,0,0.07096584216725565,0.0,0.07096584216725565,0.9462652842829418,1.2929257020974059,3
2026-01-29,2.1533626847890317,109110.0,-1,-0.042250939418934985,0.042250939418934985,-0.042250939418934985,0.9862458814834216,1.2382983765849045,3
2026-02-03,0.2852324412952013,104500.0,0,-0.04210526315789476,-0.0,-0.04210526315789476,0.9862458814834216,1.1861594975708032,3
2026-02-06,0.3178883134766309,100100.0,0,0.020779220779220786,0.0,0.020779220779220786,0.9862458814834216,1.2108069676501965,3
2026-02-11,0.3715164731971276,102180.0,0,-0.0036210608729693172,-0.0,-0.0036210608729693172,0.9862458814834216,1.2064225619149198,3
2026-02-24,1.0778567204835243,101810.0,-1,0.02072487967783121,-0.02072487967783121,0.02072487967783121,0.9658060542569211,1.2314255243512273,3
2026-02-27,1.0215363424502757,103920.0,-1,-0.02174749807544263,0.02174749807544263,-0.02174749807544263,0.9868099195631244,1.204645100130348,3
2026-03-04,0.2646326672431782,101660.0,0,-0.014459964587841823,-0.0,-0.014459964587841823,0.9868099195631244,1.187225974641546,3
2026-03-09,0.5147383547068692,100190.0,0,0.008184449545862948,0.0,0.008184449545862948,0.9868099195631244,1.1969427657305376,3
2026-03-12,-0.3473819335348643,101010.0,0,-0.015741015741015718,-0.0,-0.015741015741015718,0.9868099195631244,1.1781016708140783,3
2026-03-17,0.0461947439529984,99420.0,0,-0.04707302353651177,-0.0,-0.04707302353651177,0.9868099195631244,1.1226448631354433,3
2026-03-20,0.0745009717628749,94740.0,0,0.008971923158116901,0.0,0.008971923158116901,0.9868099195631244,1.1327171465813493,3
2026-03-25,0.2184425350364591,95590.0,0,0.0017784287059314785,0.0,0.0017784287059314785,0.9868099195631244,1.1347316032705304,3
2026-03-30,0.166727048091471,95760.0,0,0.0012531328320801727,0.0,0.0012531328320801727,0.9868099195631244,1.1361535726981877,3
2026-04-02,-0.9133346431951496,95880.0,0,0.024405506883604433,0.0,0.024405506883604433,0.9868099195631244,1.163881976537505,3
2026-04-08,0.1176218737105007,98220.0,0,0.014151903889228157,0.0,0.014151903889228157,0.9868099195631244,1.1803531224078687,3
2026-04-13,0.7639009195801062,99610.0,0,0.031221764883043956,0.0,0.031221764883043956,0.9868099195631244,1.217205830074654,3
