trade_date,Close,VIX,rsi,vix_mean,vix_std,vix_z,signal,position,holding_days,strategy_position,buy_hold_return,strategy_return,buy_hold_equity,strategy_equity
2015-04-30,106010,14.55,87.61779264900281,13.4325,0.8599747548314248,1.2994567500054786,0,0,0,0.0,0.0,0.0,10000.0,10000.0
2015-05-04,107580,12.85,88.2789920553437,13.3195,0.7719249690836134,-0.6082197348239227,0,0,0,0.0,0.014809923592113972,0.0,10148.09923592114,10000.0
2015-05-05,107960,14.31,88.43989529116683,13.301499999999999,0.742409129651215,1.3584154069788938,0,0,0,0.0,0.003532255065997303,0.0,10183.944910857464,10000.0
2015-05-06,113380,15.15,90.45300286671254,13.319999999999999,0.784601809837322,2.3323932943507115,0,0,0,0.0,0.05020377917747321,0.0,10695.217432317706,10000.0
2015-05-07,112500,15.13,87.78018254910631,13.377500000000001,0.8727082770560313,2.0081166250786944,0,0,0,0.0,-0.007761509966484392,-0.0,10612.206395623054,10000.0
2015-05-08,112300,12.86,87.14988502645309,13.366,0.8781943197025907,-0.5761822738404436,0,0,0,0.0,-0.001777777777777767,-0.0,10593.340250919726,10000.0
2015-05-11,113880,13.85,87.88968824828812,13.429499999999999,0.8641727105643939,0.48659254667434554,0,0,0,0.0,0.01406945681211047,0.0,10742.382794076031,10000.0
2015-05-12,111600,13.86,80.67205563998728,13.4255,0.8618674644722302,0.5041378377893272,0,0,0,0.0,-0.02002107481559534,-0.0,10527.30874445807,10000.0
2015-05-13,111750,13.76,80.78386137124316,13.430000000000001,0.8634447533602045,0.38219005757549807,0,0,0,0.0,0.0013440860215054862,0.0,10541.458352985568,10000.0
2015-05-14,109400,12.74,73.60060946315642,13.425,0.867321951999979,-0.7897874583024702,0,0,0,0.0,-0.021029082774049246,-0.0,10319.781152721444,10000.0
2015-05-15,110210,12.38,74.44411747483313,13.414000000000001,0.8796434684455678,-1.1754762436049218,0,0,0,0.0,0.007404021937842842,0.0,10396.18903876993,10000.0
2015-05-18,108610,12.73,69.70621149796762,13.356,0.8848336150462361,-0.7074776425252429,0,0,0,0.0,-0.014517738862172225,-0.0,10245.25988114329,10000.0
2015-05-19,106430,12.85,63.75266699899735,13.3335,0.8920247518397336,-0.5420253182468524,0,0,0,0.0,-0.020071816591474057,-0.0,10039.618903876997,10000.0
2015-05-20,102340,12.88,54.37020908011605,13.315000000000001,0.8976665656901209,-0.48458973145064727,0,0,0,0.0,-0.03842901437564594,-0.0,9653.8062446939,10000.0
2015-05-21,101070,12.11,51.81997210101952,13.285,0.9284480542678119,-1.265552762590066,0,0,0,0.0,-0.012409615008794228,-0.0,9534.006225827756,10000.0
2015-05-22,100070,12.13,49.83772097834501,13.267499999999998,0.9475223924586309,-1.2004993328425861,0,0,0,0.0,-0.009894132779261877,-0.0,9439.675502311107,10000.0
2015-05-26,100010,14.06,49.71484033389209,13.356,0.9339807278525618,0.7537628764767553,0,0,0,0.0,-0.0005995802937943662,-0.0,9434.015658900107,10000.0
2015-05-27,98110,13.27,45.85885357751294,13.363499999999998,0.9325870920244005,-0.10025873272279051,0,0,0,0.0,-0.01899810018998105,-0.0,9254.787284218473,10000.0
2015-05-28,99470,13.31,48.91326558197752,13.4085,0.9054761759776782,-0.10878254184175003,0,0,0,0.0,0.013861991642034388,0.0,9383.077068201115,10000.0
2015-05-29,97600,13.84,45.1421504169811,13.431000000000001,0.9105689372440098,0.44916972594947757,0,0,0,0.0,-0.018799638081833714,-0.0,9206.67861522498,10000.0
2015-06-01,96810,13.97,43.61239077280996,13.402000000000001,0.8818377938923028,0.644109386027708,0,0,0,0.0,-0.008094262295081922,-0.0,9132.157343646828,10000.0
2015-06-02,100280,14.24,51.402475335258096,13.4715,0.8907730232485543,0.8627338052934763,0,0,0,0.0,0.035843404606962004,0.0,9459.484954249601,10000.0
2015-06-03,99060,13.66,48.847336975128705,13.438999999999998,0.8701899369194007,0.25396754274402905,0,0,0,0.0,-0.012165935380933357,-0.0,9344.401471559288,10000.0
2015-06-04,98530,14.71,47.73717130848846,13.416999999999998,0.8292552143497905,1.5592304728693556,0,0,0,0.0,-0.0053502927518676024,-0.0,9294.406188095463,10000.0
2015-06-05,98390,14.21,47.43052223568783,13.371,0.7510617046624913,1.1170853137519858,0,0,0,0.0,-0.0014208870394804007,-0.0,9281.199886803131,10000.0
2015-06-08,100570,15.29,52.54264894229691,13.492500000000001,0.8535984203112701,2.105791151001109,0,0,0,0.0,0.022156723244232124,0.0,9486.840864069429,10000.0
2015-06-09,100910,14.47,53.30532897007528,13.523499999999999,0.8781695975751292,1.077810029649799,0,0,0,0.0,0.003380729839912444,0.0,9518.913310065089,10000.0
2015-06-10,101330,13.22,54.282733158373965,13.491499999999998,0.8769220994028225,-0.3096056082802422,0,0,0,0.0,0.004162124665543443,0.0,9558.532213942079,10000.0
2015-06-11,101500,12.85,54.696091646450355,13.446000000000002,0.8858204641668892,-0.6728225685783152,0,0,0,0.0,0.0016776867660119876,0.0,9574.568436939908,10000.0
2015-06-12,98070,13.78,45.71489492243997,13.498,0.8726221826679698,0.323163914006642,0,0,0,0.0,-0.03379310344827591,-0.0,9251.014055277801,10000.0
2015-06-15,97580,15.39,44.588508255760814,13.648499999999999,0.9274939352901461,1.8776403098045185,0,0,0,0.0,-0.0049964311206280865,-0.0,9204.792000754644,10000.0
2015-06-16,95700,14.81,40.468540909586764,13.752500000000001,0.935661179116279,1.1302168173727114,0,0,0,0.0,-0.019266243082598944,-0.0,9027.450240543341,10000.0
2015-06-17,95280,14.5,39.588473950135224,13.834999999999999,0.9245738705507881,0.7192502634795924,0,0,0,0.0,-0.004388714733542298,-0.0,8987.83133666635,10000.0
2015-06-18,96300,13.19,42.83956590445254,13.8505,0.9102080444659499,-0.7256582756171295,0,0,0,0.0,0.010705289672544138,0.0,9084.048674653332,10000.0
2015-06-19,94610,13.96,39.086332403868106,13.943000000000001,0.8128125309850472,0.02091503188244055,0,0,0,0.0,-0.017549325025960516,-0.0,8924.629751910195,10000.0
2015-06-23,95050,12.11,40.546781906145185,13.941999999999998,0.8151693398500596,-2.2473858012581447,0,0,0,0.0,0.004650671176408494,0.0,8966.135270257522,10000.0
2015-06-24,96390,13.26,44.88099232210024,13.902000000000001,0.8285917031483713,-0.7748086271689857,0,0,0,0.0,0.014097843240399754,0.0,9092.53843976983,10000.0
2015-06-25,94850,14.01,41.16665917500617,13.939000000000002,0.8153003966895319,0.08708446639826045,0,0,0,0.0,-0.015976761074800283,-0.0,8947.269125554192,10000.0
2015-06-26,93850,14.02,38.91452579021666,13.9745,0.801816851380599,0.05674612590350916,0,0,0,0.0,-0.010542962572482883,-0.0,8852.938402037542,10000.0
2015-06-29,90360,18.85,32.277690395429616,14.225,1.3516597983687757,3.42171898992749,0,0,0,0.0,-0.037187000532765024,-0.0,8523.724176964437,10000.0
2015-06-30,87330,18.23,27.838559528196058,14.437999999999999,1.6186466081591953,2.342697893959974,1,1,1,0.0,-0.0335325365205843,-0.0,8237.902084708989,10000.0
2015-07-01,88360,16.09,31.29753206973001,14.5305,1.6590913016975364,0.9399723803050276,0,1,2,1.0,0.011794343295545628,0.011794343295545628,8335.062729931138,10117.943432955457
2015-07-02,89450,16.79,34.856211662222336,14.687000000000001,1.7191922828070056,1.2232488599625002,0,1,3,1.0,0.012335898596649963,0.012335898596649963,8437.883218564284,10242.757357151035
2015-07-06,85530,17.01,29.031993211021543,14.802000000000001,1.796020747740904,1.229384461608975,0,1,4,1.0,-0.043823365008384574,-0.043823365008384574,8068.10678237902,9793.88526279629
2015-07-07,84220,16.09,27.385184860097823,14.896,1.8125277493338607,0.6587485352645317,0,1,5,1.0,-0.015316263299427146,-0.015316263299427146,7944.533534572209,9643.879537386922
2015-07-08,81630,19.66,24.43413633041476,15.114500000000001,2.1026987045473895,2.1617457556661344,0,1,6,1.0,-0.030752790311090017,-0.030752790311090017,7700.216960664087,9347.30333218825
2015-07-09,83600,19.97,30.56329577296694,15.389500000000002,2.358115829037646,1.9424406314550346,0,1,7,1.0,0.02413328433174078,0.02413328433174078,7886.048485991885,9572.884461238977
2015-07-10,84570,16.83,33.42659180371672,15.569999999999999,2.3211861758932444,0.5428259107717301,0,1,8,1.0,0.01160287081339706,0.01160287081339706,7977.549287803035,9683.95740295431
2015-07-13,82250,13.9,30.21713609491171,15.622499999999999,2.267685755172117,-0.7595849628068334,-1,0,0,1.0,-0.027432895825942993,-0.027432895825942993,7758.702009244409,9418.298408336193
2015-07-14,84500,13.37,36.57723244148326,15.602,2.286989747520344,-0.9759554026947583,0,0,0,0.0,0.02735562310030404,0.0,7970.946137156871,9418.298408336193
2015-07-15,86970,13.23,42.74627507048577,15.494,2.34772319716919,-0.9643385569175525,0,0,0,0.0,0.02923076923076917,0.0,8203.943024242995,9418.298408336193
2015-07-16,85430,12.11,40.12566006993787,15.359,2.463879909923843,-1.318651930605021,0,0,0,0.0,-0.01770725537541684,-0.0,8058.673710027354,9418.298408336193
2015-07-17,85600,11.95,40.558876421443706,15.2315,2.574180043185956,-1.2747748583811662,0,0,0,0.0,0.0019899332787076673,0.0,8074.709933025184,9418.298408336193
2015-07-20,85320,12.25,40.04494450268341,15.1845,2.621561356781189,-1.119371092501548,0,0,0,0.0,-0.003271028037383217,-0.0,8048.297330440521,9418.298408336193
2015-07-21,87870,12.22,46.67228770555197,15.0975,2.6922557065542065,-1.0688063518613116,0,0,0,0.0,0.029887482419127975,0.0,8288.840675407977,9418.298408336193
2015-07-22,85220,12.12,41.53411192239222,15.098000000000003,2.6916725381501343,-1.1063752955798438,0,0,0,0.0,-0.0301581882326164,-0.0,8038.864258088855,9418.298408336193
2015-07-23,84410,12.64,40.08160309493673,15.066999999999998,2.717402203731003,-0.8931324176699783,0,0,0,0.0,-0.009504811077211905,-0.0,7962.456372040369,9418.298408336193
2015-07-24,83360,13.74,38.21588207991319,15.0535,2.723593359786605,-0.4822672941539675,0,0,0,0.0,-0.012439284444971,-0.0,7863.4091123478875,9418.298408336193
2015-07-27,82650,15.6,36.96296548930063,15.132499999999999,2.7149389350504065,0.17219540151142346,0,0,0,0.0,-0.008517274472168879,-0.0,7796.434298651067,9418.298408336193
2015-07-28,82740,13.44,37.24383430106041,14.861999999999998,2.5917715948748272,-0.548659458577281,0,0,0,0.0,0.0010889292196007982,0.0,7804.924063767567,9418.298408336193
2015-07-29,84330,12.5,42.14800294709679,14.5755,2.5154501009811985,-0.8251008434595511,0,0,0,0.0,0.01921682378535161,0.0,7954.909914159039,9418.298408336193
2015-07-30,82620,12.13,38.64983756367288,14.377499999999998,2.5456358423987644,-0.8828835462507345,0,0,0,0.0,-0.02027748132337248,-0.0,7793.604376945567,9418.298408336193
2015-07-31,81780,12.12,37.024224553291255,14.144,2.5268107629141823,-0.8010097272443595,0,0,0,0.0,-0.010167029774872938,-0.0,7714.366569191582,9418.298408336193
2015-08-03,80340,12.56,34.35646972469206,13.921499999999998,2.456095050020835,-0.5543352241145749,0,0,0,0.0,-0.017608217168011753,-0.0,7578.530327327608,9418.298408336193
