trade_date,factor_value,close,signal,period_forward_ret,strategy_period_ret,benchmark_period_ret,strategy_nav,benchmark_nav,holding_period
2019-09-25,8.730218185223336,15575,-1,0.008025682182985605,-0.008025682182985605,0.008025682182985605,0.9919743178170144,1.0080256821829856,3
2019-09-30,1.0633310486634682,15700,0,0.0041401273885350864,0.0,0.0041401273885350864,0.9919743178170144,1.0121990369181382,3
2019-10-10,0.7566400628025645,15765,1,-0.020615287028227125,-0.020615287028227125,-0.020615287028227125,0.9715244825305869,0.9913322632423757,3
2019-10-15,1.5619498984427895,15440,0,-0.02720207253886009,-0.0,-0.02720207253886009,0.9715244825305869,0.9643659711075442,3
2019-10-18,1.6668728352300841,15020,-1,-0.0029960053262316766,0.0029960053262316766,-0.0029960053262316766,0.974435175054813,0.9614767255216694,3
2019-10-23,1.0130590546631226,14975,0,0.002003338898163509,0.0,0.002003338898163509,0.974435175054813,0.9634028892455858,3
2019-10-28,0.5848067308864773,15005,1,-0.0013328890369876945,-0.0013328890369876945,-0.0013328890369876945,0.9731363610927273,0.9621187800963081,3
2019-10-31,0.41366366366366364,14985,1,-0.005005005005005003,-0.005005005005005003,-0.005005005005005003,0.9682658087349059,0.9573033707865168,3
2019-11-05,0.5012266928361139,14910,1,-0.008718980549966449,-0.008718980549966449,-0.008718980549966449,0.9598235179813487,0.9489566613162119,3
2019-11-08,0.5264557298590801,14780,1,-0.02841677943166443,-0.02841677943166443,-0.02841677943166443,0.9325484247775485,0.9219903691813804,3
2019-11-13,0.5654989696791286,14360,1,-0.004178272980501441,-0.004178272980501441,-0.004178272980501441,0.9286519828912912,0.9181380417335473,3
2019-11-18,0.8915567020537751,14300,0,0.005244755244755206,0.0,0.005244755244755206,0.9286519828912912,0.9229534510433386,3
2019-11-21,0.7173292073315877,14375,1,-0.0003478260869564931,-0.0003478260869564931,-0.0003478260869564931,0.9283289735059378,0.9226324237560192,3
2019-11-26,0.6420395421436004,14370,1,-0.02540013917884476,-0.02540013917884476,-0.02540013917884476,0.9047492883751329,0.8991974317817014,3
2019-11-29,0.5674910120928206,14005,1,-0.01106747590146373,-0.01106747590146373,-0.01106747590146373,0.8947359974291746,0.8892455858747994,3
2019-12-04,0.6994017946161516,13850,1,0.006137184115523553,0.006137184115523553,0.006137184115523553,0.9002271569801841,0.8947030497592297,3
2019-12-09,0.8912913511359107,13935,0,0.02152852529601712,0.0,0.02152852529601712,0.9002271569801841,0.9139646869983948,3
2019-12-12,1.278663706096084,14235,0,0.004566210045662045,0.0,0.004566210045662045,0.9002271569801841,0.9181380417335473,3
2019-12-17,0.3091028159790439,14300,1,0.002797202797202747,0.002797202797202747,0.002797202797202747,0.9027452749018069,0.9207062600321027,3
2019-12-20,0.6672866775168566,14340,1,-0.006973500697350032,-0.006973500697350032,-0.006973500697350032,0.8964499800977497,0.9142857142857143,3
2019-12-25,0.39970697922216303,14240,1,-0.005617977528089901,-0.005617977528089901,-0.005617977528089901,0.8914137442545039,0.9091492776886035,3
2019-12-30,0.7870541917554423,14160,1,-0.028954802259887003,-0.028954802259887003,-0.028954802259887003,0.8656030355578693,0.8828250401284109,3
2020-01-03,0.8261412124627646,13750,0,0.01563636363636367,0.0,0.01563636363636367,0.8656030355578693,0.8966292134831461,3
2020-01-08,0.48664926022628374,13965,1,0.0046544933762979745,0.0046544933762979745,0.0046544933762979745,0.8696319791533769,0.9008025682182986,3
2020-01-13,0.3410371880930127,14030,1,-0.006771204561653588,-0.006771204561653588,-0.006771204561653588,0.8637435231291737,0.8947030497592297,3
2020-01-16,0.283389812970484,13935,1,-0.005023322569070676,-0.005023322569070676,-0.005023322569070676,0.8594046607955503,0.8902086677367578,3
2020-01-21,0.3076161970960002,13865,1,-0.060223584565452626,-0.060223584565452626,-0.060223584565452626,0.8076482315301854,0.8365971107544142,3
2020-02-03,0.38369367022662154,13030,1,0.018035303146584747,0.018035303146584747,0.018035303146584747,0.8222144122216354,0.8516853932584271,3
2020-02-06,0.11647790716222683,13265,1,0.009800226159065284,0.009800226159065284,0.009800226159065284,0.8302722994126503,0.8600321027287321,3
2020-02-11,0.16258205134703602,13395,1,-0.0074654721911160404,-0.0074654721911160404,-0.0074654721911160404,0.8240739246503312,0.8536115569823437,3
2020-02-14,0.2534608664486358,13295,1,-0.009025949605114714,-0.009025949605114714,-0.009025949605114714,0.8166358749355482,0.8459069020866775,3
2020-02-19,0.23701753721449945,13175,1,-0.006831119544592035,-0.006831119544592035,-0.006831119544592035,0.811057337649461,0.840128410914928,3
2020-02-24,0.2884107428615497,13085,1,-0.030187237294612146,-0.030187237294612146,-0.030187237294612146,0.7865737573383004,0.8147672552166936,3
2020-02-27,0.30458309897399094,12690,1,-0.0011820330969266601,-0.0011820330969266601,-0.0011820330969266601,0.7856440011239525,0.8138041733547353,3
2020-03-03,0.23175973383688517,12675,1,-0.0063116370808679045,-0.0063116370808679045,-0.0063116370808679045,0.7806853013140971,0.8086677367576245,3
2020-03-06,0.13894873636332547,12595,1,-0.017864231838030986,-0.017864231838030986,-0.017864231838030986,0.7667389580988789,0.7942215088282505,3
2020-03-11,0.28753347640246174,12370,1,-0.012530315278900583,-0.012530315278900583,-0.012530315278900583,0.7571314772172842,0.7842696629213484,3
2020-03-16,0.40223944875107664,12215,1,-0.022103970528039252,-0.022103970528039252,-0.022103970528039252,0.7403958653590226,0.7669341894060996,3
2020-03-19,0.6270734768755432,11945,1,-0.012138970280452077,-0.012138970280452077,-0.012138970280452077,0.7314082219536598,0.7576243980738363,3
2020-03-24,0.27768584911442057,11800,1,0.022881355932203418,0.022881355932203418,0.022881355932203418,0.7481438338119216,0.7749598715890851,3
2020-03-27,0.2862020031672254,12070,1,-0.007042253521126751,-0.007042253521126751,-0.007042253521126751,0.7428752152639504,0.769502407704655,3
2020-04-01,0.2586958789775691,11985,1,0.0054234459741342445,0.0054234459741342445,0.0054234459741342445,0.7469041588594578,0.7736757624398074,3
