contract_code,latest,volume,open_interest,virtual_real_ratio,timestamp,oi_change,vol_change,status,signal
SS2606.SHF,14990.0,216845.0,164924.0,1.3148177342290994,2026-04-17 09:43:32,,,高换手，短线资金博弈偏强,active
