contract_code,latest,volume,open_interest,virtual_real_ratio,timestamp,oi_change,vol_change,status,signal
CU2606.SHF,101880.0,41815.0,174159.0,0.24009669325156896,2026-04-17 09:43:46,,,换手和持仓均偏平稳,neutral
