contract_code,latest,volume,open_interest,virtual_real_ratio,timestamp,oi_change,vol_change,status,signal
NI2605.SHF,132400.0,450473.0,180326.0,2.4981034348901434,2026-03-23 14:44:58,,,高换手，短线资金博弈偏强,active
