factor,product,product_name,ic_3d,ic_5d,abs_ic_5d,pvalue_5d,strategy_total_return,benchmark_total_return,excess_return,metric_label,signal_long_short_diff_5d,signal_win_rate_5d,mode
macd,NI,沪镍,-0.06204806570061064,-0.06585034893813768,0.06585034893813768,0.0006546154766514392,-0.85245943718585,0.43794594594594094,-1.290405383131791,日频信号策略收益,-0.00329770350837296,0.4772038567493113,raw
macd,NI,沪镍,-0.024170128613135288,-0.038994537203853465,0.038994537203853465,0.043733358351510675,0.7436968215435673,0.4410810810810877,0.30261574046247963,日频信号策略收益,0.008677570493654713,0.5235745614035088,denoised
