contract_code,latest,volume,open_interest,virtual_real_ratio,timestamp,oi_change,vol_change,status,signal
NI2606.SHF,152840.0,73816.0,167613.0,0.4403954347216505,2026-05-06 09:34:57,,,换手和持仓均偏平稳,neutral
