period,ic,pvalue,ic_mean,ic_std,icir,ic_positive_rate,sample_size
1D,-0.0151231576223928,0.43361286017934575,-0.020454355742441914,0.13910063719394258,-0.14704717501705766,0.49314024390243905,2683
3D,-0.017572203037832534,0.36308308733158257,-0.027059430804903636,0.20507050120083903,-0.1319518441045919,0.5030511060259344,2681
5D,-0.025588217371384624,0.18549617515652808,-0.04551828357251423,0.24984036341314858,-0.18218947071111527,0.4450381679389313,2679
10D,-0.011603026698386767,0.5486790767440282,-0.037877812747734683,0.3036628060847279,-0.12473642470775965,0.4413001912045889,2674
20D,-0.013843465894516314,0.47509432763542886,-0.032317976426535173,0.3199327904762153,-0.10101489246672819,0.4767754318618042,2664
