contract_code,latest,volume,open_interest,virtual_real_ratio,timestamp,oi_change,vol_change,status,signal
SS2606.SHF,15070.0,232566.0,182597.0,1.2736572890025575,2026-04-24 00:20:00,,,高换手，短线资金博弈偏强,active
