period,ic,pvalue,ic_mean,ic_std,icir,ic_positive_rate,sample_size
1D,0.009841559580356924,0.6971609711879795,-0.10906868165835856,0.0981551522291778,-1.1111865162584567,0.1121433311214333,1566
3D,0.0006106944618812043,0.9807472426118236,-0.18800170660362667,0.16643887788222894,-1.1295540380694915,0.10365448504983389,1564
5D,-0.008815052001719292,0.7277518454451514,-0.23525064845280966,0.2025432568287072,-1.1614834882000709,0.11244178310046574,1562
10D,0.01612710274990024,0.524850053802141,-0.26764594628702293,0.25616189734638434,-1.0448312143984075,0.1295060080106809,1557
20D,0.059646326928746746,0.018966062858946843,-0.28907842117495697,0.3010594425143946,-0.9602038014839386,0.19086021505376344,1547
