contract_code,latest,volume,open_interest,virtual_real_ratio,timestamp,oi_change,vol_change,status,signal
CU2606.SHF,103180.0,45214.0,217298.0,0.20807370523428656,2026-04-24 00:20:18,,,换手和持仓均偏平稳,neutral
