near,far,pair,near_price,far_price,spread,spread_pct,day_diff,roll_yield,roll_yield_pct,weight,structure
SS2605,SS2606,SS2605-SS2606,15090.0,15070.0,-20.0,-0.13253810470510272,31,-0.015615643599796976,-1.5615643599796976,28551.0,backwardation
SS2606,SS2607,SS2606-SS2607,15070.0,15095.0,25.0,0.16589250165892502,30,0.020166864664830975,2.0166864664830975,50227.0,contango
SS2607,SS2608,SS2607-SS2608,15095.0,15145.0,50.0,0.33123550844650546,31,0.03893586070791485,3.8935860707914847,30281.0,contango
SS2608,SS2609,SS2608-SS2609,15145.0,15070.0,-75.0,-0.49521294156487283,31,-0.05845218135129966,-5.845218135129966,6531.0,backwardation
